Time,q_x,q_y,q_z,q_w,chaser_x,chaser_y,chaser_z,U_thrust,V_thrust,W_thrust,is_thrusting
0.000000,0.577350,0.577350,0.577350,0.000000,6.363961,-12.727922,6.363961,-0.831377,0.526950,-0.176452,1.000000
0.720144,0.569951,0.584440,0.577012,-0.025366,6.359202,-12.737434,6.359202,-0.831017,0.527667,-0.176007,1.000000
1.440288,0.562268,0.591194,0.576002,-0.050651,6.354438,-12.746939,6.354438,-0.830651,0.528402,-0.175527,1.000000
2.160432,0.554308,0.597614,0.574327,-0.075828,6.349672,-12.756436,6.349672,-0.830279,0.529158,-0.175011,1.000000
2.880576,0.546066,0.603711,0.571984,-0.100893,6.344902,-12.765927,6.344902,-0.829940,0.529787,-0.174713,1.000000
3.600720,0.537533,0.609509,0.568961,-0.125857,6.340128,-12.775410,6.340128,-0.829608,0.530393,-0.174454,0.000000
4.320864,0.528712,0.615007,0.565262,-0.150698,6.335351,-12.784886,6.335351,-0.829275,0.530998,-0.174195,0.000000
5.041008,0.519603,0.620204,0.560890,-0.175390,6.330570,-12.794355,6.330570,-0.828942,0.531602,-0.173936,0.000000
5.761152,0.510211,0.625100,0.555851,-0.199910,6.325786,-12.803817,6.325786,-0.828609,0.532206,-0.173677,0.000000
6.481296,0.500537,0.629697,0.550150,-0.224232,6.320998,-12.813272,6.320998,-0.828276,0.532809,-0.173418,0.000000
7.201440,0.490585,0.633993,0.543792,-0.248334,6.316207,-12.822720,6.316207,-0.827942,0.533411,-0.173158,0.000000
7.921584,0.480356,0.637990,0.536786,-0.272191,6.311412,-12.832160,6.311412,-0.827609,0.534013,-0.172899,0.000000
8.641728,0.469855,0.641688,0.529139,-0.295779,6.306613,-12.841593,6.306613,-0.827275,0.534614,-0.172639,0.000000
9.361872,0.459084,0.645087,0.520860,-0.319075,6.301811,-12.851020,6.301811,-0.826941,0.535214,-0.172379,0.000000
10.082016,0.448049,0.648190,0.511957,-0.342056,6.297006,-12.860438,6.297006,-0.826607,0.535813,-0.172120,0.000000
10.802160,0.436751,0.650997,0.502440,-0.364699,6.292197,-12.869850,6.292197,-0.826273,0.536412,-0.171860,0.000000
11.522304,0.425196,0.653509,0.492321,-0.386982,6.287384,-12.879255,6.287384,-0.825938,0.537009,-0.171600,0.000000
12.242448,0.413387,0.655727,0.481609,-0.408883,6.282568,-12.888652,6.282568,-0.825604,0.537606,-0.171341,0.000000
12.962593,0.401328,0.657654,0.470317,-0.430381,6.277749,-12.898042,6.277749,-0.825269,0.538203,-0.171081,0.000000
13.682737,0.389025,0.659291,0.458458,-0.451454,6.272926,-12.907425,6.272926,-0.824934,0.538799,-0.170821,0.000000
14.402881,0.376482,0.660640,0.446044,-0.472082,6.268099,-12.916801,6.268099,-0.824599,0.539394,-0.170560,0.000000
15.123025,0.363704,0.661702,0.433088,-0.492244,6.263269,-12.926169,6.263269,-0.824264,0.539988,-0.170300,0.000000
15.843169,0.350695,0.662480,0.419606,-0.511922,6.258435,-12.935530,6.258435,-0.823928,0.540582,-0.170039,0.000000
16.563313,0.337461,0.662976,0.405613,-0.531094,6.253598,-12.944884,6.253598,-0.823593,0.541175,-0.169778,0.000000
17.283457,0.324007,0.663192,0.391123,-0.549744,6.248758,-12.954231,6.248758,-0.823257,0.541767,-0.169518,0.000000
18.003601,0.310339,0.663131,0.376154,-0.567851,6.243914,-12.963571,6.243914,-0.822921,0.542359,-0.169257,0.000000
18.723745,0.296463,0.662796,0.360720,-0.585399,6.239066,-12.972903,6.239066,-0.822585,0.542950,-0.168996,0.000000
19.443889,0.282384,0.662188,0.344840,-0.602371,6.234215,-12.982228,6.234215,-0.822249,0.543540,-0.168735,0.000000
20.164033,0.268109,0.661312,0.328531,-0.618750,6.229361,-12.991546,6.229361,-0.821912,0.544129,-0.168474,0.000000
20.884177,0.253644,0.660169,0.311811,-0.634520,6.224503,-13.000857,6.224503,-0.821576,0.544718,-0.168213,1.000000
21.604321,0.238996,0.658763,0.294699,-0.649665,6.219641,-13.010160,6.219641,-0.821239,0.545306,-0.167952,1.000000
22.324465,0.224169,0.657097,0.277215,-0.664171,6.214776,-13.019456,6.214776,-0.820902,0.545892,-0.167692,1.000000
23.044609,0.209171,0.655175,0.259377,-0.678024,6.209908,-13.028745,6.209908,-0.820565,0.546479,-0.167431,0.000000
23.764753,0.194011,0.652999,0.241205,-0.691211,6.205036,-13.038026,6.205036,-0.820228,0.547065,-0.167169,0.000000
24.484897,0.178693,0.650572,0.222718,-0.703720,6.200160,-13.047300,6.200160,-0.819891,0.547650,-0.166908,0.000000
25.205041,0.163227,0.647899,0.203938,-0.715537,6.195282,-13.056567,6.195282,-0.819553,0.548235,-0.166646,0.000000
25.925185,0.147619,0.644982,0.184884,-0.726653,6.190399,-13.065827,6.190399,-0.819216,0.548818,-0.166384,0.000000
26.645329,0.131877,0.641825,0.165579,-0.737057,6.185514,-13.075079,6.185514,-0.818878,0.549401,-0.166123,1.000000
27.365473,0.116008,0.638433,0.146046,-0.746737,6.180624,-13.084324,6.180624,-0.818544,0.549970,-0.165886,1.000000
28.085617,0.100025,0.634812,0.126310,-0.755681,6.175732,-13.093561,6.175732,-0.818212,0.550532,-0.165659,1.000000
28.805761,0.083934,0.630967,0.106396,-0.763882,6.170836,-13.102792,6.170836,-0.817880,0.551093,-0.165433,1.000000
29.525905,0.067747,0.626903,0.086326,-0.771331,6.165936,-13.112015,6.165936,-0.817548,0.551653,-0.165209,1.000000
30.246049,0.051472,0.622623,0.066124,-0.778022,6.161033,-13.121230,6.161033,-0.817216,0.552211,-0.164986,1.000000
30.966193,0.035121,0.618134,0.045815,-0.783951,6.156127,-13.130439,6.156127,-0.816884,0.552769,-0.164763,1.000000
31.686337,0.018701,0.613439,0.025420,-0.789111,6.151217,-13.139640,6.151217,-0.816552,0.553326,-0.164540,1.000000
32.406481,0.002226,0.608546,0.004965,-0.793500,6.146303,-13.148833,6.146303,-0.816220,0.553882,-0.164315,1.000000
33.126625,-0.014296,0.603458,-0.015527,-0.797115,6.141387,-13.158020,6.141387,-0.815887,0.554440,-0.164089,1.000000
33.846769,-0.030854,0.598182,-0.036033,-0.799955,6.136466,-13.167199,6.136466,-0.815553,0.554998,-0.163859,1.000000
34.566913,-0.047436,0.592724,-0.056529,-0.802018,6.131543,-13.176370,6.131543,-0.815219,0.555558,-0.163626,1.000000
35.287057,-0.064032,0.587089,-0.076991,-0.803305,6.126616,-13.185534,6.126616,-0.814884,0.556119,-0.163388,1.000000
36.007201,-0.080630,0.581285,-0.097397,-0.803816,6.121685,-13.194691,6.121685,-0.814547,0.556684,-0.163143,1.000000
36.727345,-0.097220,0.575316,-0.117722,-0.803555,6.116751,-13.203841,6.116751,-0.814209,0.557252,-0.162890,1.000000
37.447489,-0.113790,0.569191,-0.137943,-0.802524,6.111814,-13.212983,6.111814,-0.813870,0.557824,-0.162628,1.000000
38.167634,-0.130328,0.562917,-0.158037,-0.800727,6.106873,-13.222118,6.106873,-0.813528,0.558401,-0.162356,1.000000
38.887778,-0.146825,0.556500,-0.177980,-0.798169,6.101929,-13.231245,6.101929,-0.813184,0.558985,-0.162071,1.000000
39.607922,-0.163268,0.549948,-0.197750,-0.794856,6.096982,-13.240365,6.096982,-0.812838,0.559575,-0.161771,1.000000
40.328066,-0.179648,0.543268,-0.217324,-0.790795,6.092031,-13.249477,6.092031,-0.812488,0.560174,-0.161455,1.000000
41.048210,-0.195954,0.536468,-0.236680,-0.785994,6.087076,-13.258583,6.087076,-0.812135,0.560782,-0.161120,1.000000
41.768354,-0.212175,0.529556,-0.255796,-0.780462,6.082118,-13.267680,6.082118,-0.811779,0.561400,-0.160765,1.000000
42.488498,-0.228301,0.522539,-0.274650,-0.774208,6.077157,-13.276771,6.077157,-0.811418,0.562030,-0.160386,1.000000
43.208642,-0.244322,0.515426,-0.293222,-0.767244,6.072193,-13.285853,6.072193,-0.811052,0.562673,-0.159981,1.000000
43.928786,-0.260227,0.508225,-0.311491,-0.759580,6.067225,-13.294929,6.067225,-0.810681,0.563330,-0.159549,1.000000
44.648930,-0.276008,0.500944,-0.329439,-0.751229,6.062253,-13.303997,6.062253,-0.810304,0.564002,-0.159085,1.000000
45.369074,-0.291654,0.493591,-0.347045,-0.742203,6.057279,-13.313058,6.057279,-0.809921,0.564692,-0.158588,1.000000
46.089218,-0.307157,0.486176,-0.364293,-0.732515,6.052301,-13.322111,6.052301,-0.809531,0.565400,-0.158054,1.000000
46.809362,-0.322508,0.478707,-0.381164,-0.722179,6.047319,-13.331156,6.047319,-0.809134,0.566129,-0.157481,1.000000
47.529506,-0.337697,0.471192,-0.397642,-0.711210,6.042334,-13.340195,6.042334,-0.808728,0.566880,-0.156864,1.000000
48.249650,-0.352724,0.463635,-0.413715,-0.699620,6.037346,-13.349225,6.037346,-0.808346,0.567556,-0.156384,1.000000
48.969794,-0.367624,0.455994,-0.429391,-0.687419,6.032354,-13.358249,6.032354,-0.808004,0.568117,-0.156119,0.000000
49.689938,-0.382400,0.448264,-0.444657,-0.674618,6.027359,-13.367265,6.027359,-0.807660,0.568678,-0.155852,0.000000
50.410082,-0.397044,0.440447,-0.459497,-0.661230,6.022361,-13.376273,6.022361,-0.807317,0.569238,-0.155586,0.000000
51.130226,-0.411547,0.432546,-0.473895,-0.647269,6.017359,-13.385274,6.017359,-0.806974,0.569798,-0.155319,0.000000
51.850370,-0.425902,0.424565,-0.487835,-0.632747,6.012354,-13.394267,6.012354,-0.806630,0.570357,-0.155052,0.000000
52.570514,-0.440102,0.416506,-0.501303,-0.617679,6.007345,-13.403253,6.007345,-0.806286,0.570915,-0.154785,0.000000
53.290658,-0.454139,0.408372,-0.514284,-0.602081,6.002334,-13.412232,6.002334,-0.805942,0.571473,-0.154518,0.000000
54.010802,-0.468005,0.400166,-0.526763,-0.585968,5.997318,-13.421203,5.997318,-0.805598,0.572029,-0.154251,0.000000
54.730946,-0.481694,0.391891,-0.538727,-0.569355,5.992300,-13.430166,5.992300,-0.805254,0.572586,-0.153984,0.000000
55.451090,-0.495197,0.383549,-0.550163,-0.552259,5.987278,-13.439122,5.987278,-0.804910,0.573141,-0.153717,0.000000
56.171234,-0.508509,0.375143,-0.561058,-0.534696,5.982253,-13.448071,5.982253,-0.804566,0.573696,-0.153450,0.000000
56.891378,-0.521620,0.366676,-0.571400,-0.516684,5.977224,-13.457012,5.977224,-0.804221,0.574250,-0.153182,0.000000
57.611522,-0.534525,0.358150,-0.581178,-0.498241,5.972192,-13.465945,5.972192,-0.803877,0.574803,-0.152915,0.000000
58.331666,-0.547216,0.349567,-0.590380,-0.479384,5.967157,-13.474871,5.967157,-0.803532,0.575356,-0.152647,0.000000
59.051810,-0.559687,0.340931,-0.598995,-0.460131,5.962118,-13.483789,5.962118,-0.803187,0.575908,-0.152380,0.000000
59.771954,-0.571931,0.332243,-0.607015,-0.440503,5.957077,-13.492700,5.957077,-0.802843,0.576460,-0.152112,0.000000
60.492098,-0.583940,0.323506,-0.614430,-0.420516,5.952031,-13.501603,5.952031,-0.802497,0.577011,-0.151844,0.000000
61.212242,-0.595709,0.314722,-0.621230,-0.400192,5.946983,-13.510499,5.946983,-0.802152,0.577561,-0.151576,0.000000
61.932386,-0.607231,0.305894,-0.627409,-0.379549,5.941931,-13.519387,5.941931,-0.801807,0.578110,-0.151308,0.000000
62.652531,-0.618500,0.297023,-0.632958,-0.358608,5.936876,-13.528268,5.936876,-0.801462,0.578659,-0.151040,0.000000
63.372675,-0.629509,0.288112,-0.637871,-0.337389,5.931817,-13.537141,5.931817,-0.801116,0.579207,-0.150772,0.000000
64.092819,-0.640252,0.279162,-0.642141,-0.315912,5.926755,-13.546006,5.926755,-0.800771,0.579754,-0.150504,0.000000
64.812963,-0.650724,0.270177,-0.645763,-0.294199,5.921690,-13.554864,5.921690,-0.800425,0.580301,-0.150236,1.000000
65.533107,-0.660918,0.261158,-0.648732,-0.272269,5.916622,-13.563715,5.916622,-0.800079,0.580847,-0.149968,1.000000
66.253251,-0.670828,0.252109,-0.651045,-0.250143,5.911550,-13.572557,5.911550,-0.799734,0.581390,-0.149704,1.000000
66.973395,-0.680448,0.243031,-0.652697,-0.227844,5.906475,-13.581393,5.906475,-0.799388,0.581933,-0.149439,1.000000
67.693539,-0.689775,0.233925,-0.653685,-0.205392,5.901396,-13.590220,5.901396,-0.799042,0.582477,-0.149170,1.000000
68.413683,-0.698801,0.224794,-0.654007,-0.182810,5.896315,-13.599040,5.896315,-0.798699,0.583013,-0.148916,1.000000
69.133827,-0.707521,0.215642,-0.653663,-0.160120,5.891230,-13.607853,5.891230,-0.798356,0.583546,-0.148667,1.000000
69.853971,-0.715928,0.206470,-0.652651,-0.137345,5.886141,-13.616657,5.886141,-0.798014,0.584077,-0.148420,1.000000
70.574115,-0.724018,0.197281,-0.650973,-0.114507,5.881050,-13.625455,5.881050,-0.797672,0.584605,-0.148176,1.000000
71.294259,-0.731787,0.188077,-0.648629,-0.091629,5.875955,-13.634244,5.875955,-0.797330,0.585132,-0.147934,1.000000
72.014403,-0.739229,0.178861,-0.645620,-0.068734,5.870857,-13.643026,5.870857,-0.796989,0.585658,-0.147694,1.000000
72.734547,-0.746340,0.169635,-0.641950,-0.045843,5.865755,-13.651800,5.865755,-0.796648,0.586182,-0.147455,1.000000
73.454691,-0.753116,0.160401,-0.637621,-0.022981,5.860651,-13.660567,5.860651,-0.796307,0.586705,-0.147217,1.000000
74.174835,-0.759553,0.151161,-0.632638,-0.000171,5.855543,-13.669326,5.855543,-0.795966,0.587227,-0.146979,1.000000
74.894979,-0.765646,0.141919,-0.627005,0.022564,5.850431,-13.678078,5.850431,-0.795625,0.587749,-0.146741,1.000000
75.615123,-0.771394,0.132676,-0.620729,0.045202,5.845317,-13.686821,5.845317,-0.795283,0.588270,-0.146502,1.000000
76.335267,-0.776792,0.123436,-0.613817,0.067720,5.840199,-13.695557,5.840199,-0.794941,0.588792,-0.146260,1.000000
77.055411,-0.781839,0.114199,-0.606275,0.090095,5.835078,-13.704286,5.835078,-0.794599,0.589315,-0.146017,1.000000
77.775555,-0.786530,0.104968,-0.598113,0.112306,5.829954,-13.713007,5.829954,-0.794255,0.589839,-0.145770,1.000000
78.495699,-0.790865,0.095747,-0.589339,0.134330,5.824826,-13.721720,5.824826,-0.793911,0.590364,-0.145519,1.000000
79.215843,-0.794841,0.086536,-0.579964,0.156145,5.819695,-13.730425,5.819695,-0.793566,0.590891,-0.145262,1.000000
79.935987,-0.798457,0.077338,-0.569997,0.177731,5.814561,-13.739123,5.814561,-0.793220,0.591420,-0.144999,1.000000
80.656131,-0.801711,0.068155,-0.559452,0.199065,5.809424,-13.747813,5.809424,-0.792872,0.591953,-0.144729,1.000000
81.376275,-0.804604,0.058989,-0.548341,0.220126,5.804283,-13.756496,5.804283,-0.792522,0.592489,-0.144451,1.000000
82.096419,-0.807133,0.049843,-0.536677,0.240895,5.799140,-13.765170,5.799140,-0.792170,0.593029,-0.144162,1.000000
82.816563,-0.809299,0.040718,-0.524474,0.261351,5.793993,-13.773838,5.793993,-0.791816,0.593575,-0.143862,1.000000
83.536707,-0.811102,0.031616,-0.511748,0.281475,5.788842,-13.782497,5.788842,-0.791459,0.594126,-0.143550,1.000000
84.256851,-0.812543,0.022540,-0.498514,0.301248,5.783689,-13.791149,5.783689,-0.791100,0.594683,-0.143224,1.000000
84.976995,-0.813622,0.013490,-0.484788,0.320652,5.778532,-13.799792,5.778532,-0.790737,0.595247,-0.142882,1.000000
85.697139,-0.814341,0.004468,-0.470587,0.339671,5.773372,-13.808429,5.773372,-0.790371,0.595819,-0.142523,1.000000
86.417283,-0.814701,-0.004525,-0.455930,0.358287,5.768209,-13.817057,5.768209,-0.790001,0.596400,-0.142146,1.000000
87.137427,-0.814704,-0.013487,-0.440834,0.376485,5.763042,-13.825678,5.763042,-0.789627,0.596990,-0.141747,1.000000
87.857572,-0.814352,-0.022417,-0.425319,0.394249,5.757873,-13.834291,5.757873,-0.789248,0.597591,-0.141324,1.000000
88.577716,-0.813647,-0.031312,-0.409403,0.411567,5.752700,-13.842896,5.752700,-0.788863,0.598206,-0.140873,1.000000
89.297860,-0.812592,-0.040170,-0.393105,0.428426,5.747524,-13.851494,5.747524,-0.788471,0.598835,-0.140392,1.000000
90.018004,-0.811190,-0.048988,-0.376446,0.444815,5.742344,-13.860084,5.742344,-0.788073,0.599479,-0.139878,1.000000
90.738148,-0.809443,-0.057765,-0.359444,0.460722,5.737162,-13.868666,5.737162,-0.787667,0.600141,-0.139327,1.000000
91.458292,-0.807357,-0.066498,-0.342120,0.476137,5.731976,-13.877240,5.731976,-0.787252,0.600821,-0.138737,1.000000
92.178436,-0.804933,-0.075185,-0.324494,0.491053,5.726787,-13.885807,5.726787,-0.786829,0.601521,-0.138106,1.000000
92.898580,-0.802177,-0.083825,-0.306586,0.505461,5.721595,-13.894366,5.721595,-0.786394,0.602246,-0.137421,1.000000
93.618724,-0.799092,-0.092428,-0.288395,0.519362,5.716400,-13.902917,5.716400,-0.786023,0.602814,-0.137052,1.000000
94.338868,-0.795687,-0.101020,-0.269888,0.532765,5.711201,-13.911460,5.711201,-0.785672,0.603333,-0.136779,0.000000
95.059012,-0.791962,-0.109602,-0.251078,0.545659,5.706000,-13.919996,5.706000,-0.785321,0.603852,-0.136505,0.000000
95.779156,-0.787919,-0.118171,-0.231983,0.558035,5.700795,-13.928523,5.700795,-0.784970,0.604370,-0.136232,0.000000
96.499300,-0.783561,-0.126729,-0.212618,0.569882,5.695587,-13.937043,5.695587,-0.784619,0.604887,-0.135959,0.000000
97.219444,-0.778889,-0.135274,-0.193001,0.581191,5.690375,-13.945556,5.690375,-0.784268,0.605403,-0.135686,0.000000
97.939588,-0.773907,-0.143805,-0.173148,0.591953,5.685161,-13.954060,5.685161,-0.783917,0.605920,-0.135412,0.000000
98.659732,-0.768616,-0.152322,-0.153076,0.602159,5.679943,-13.962556,5.679943,-0.783565,0.606435,-0.135139,0.000000
99.379876,-0.763019,-0.160823,-0.132803,0.611802,5.674722,-13.971045,5.674722,-0.783214,0.606950,-0.134865,0.000000
100.100020,-0.757118,-0.169308,-0.112347,0.620874,5.669498,-13.979526,5.669498,-0.782862,0.607464,-0.134591,0.000000
100.820164,-0.750918,-0.177777,-0.091724,0.629368,5.664271,-13.987999,5.664271,-0.782510,0.607977,-0.134317,0.000000
101.540308,-0.744420,-0.186227,-0.070954,0.637278,5.659041,-13.996465,5.659041,-0.782159,0.608490,-0.134044,0.000000
102.260452,-0.737628,-0.194659,-0.050055,0.644598,5.653807,-14.004922,5.653807,-0.781807,0.609002,-0.133770,0.000000
102.980596,-0.730546,-0.203070,-0.029045,0.651323,5.648571,-14.013372,5.648571,-0.781455,0.609514,-0.133496,0.000000
103.700740,-0.723177,-0.211461,-0.007941,0.657446,5.643331,-14.021814,5.643331,-0.781103,0.610025,-0.133222,0.000000
104.420884,-0.715525,-0.219830,0.013237,0.662966,5.638088,-14.030248,5.638088,-0.780751,0.610535,-0.132948,0.000000
105.141028,-0.707593,-0.228177,0.034470,0.667877,5.632842,-14.038674,5.632842,-0.780399,0.611045,-0.132674,0.000000
105.861172,-0.699386,-0.236499,0.055741,0.672176,5.627593,-14.047092,5.627593,-0.780047,0.611554,-0.132400,0.000000
106.581316,-0.690907,-0.244796,0.077031,0.675862,5.622340,-14.055503,5.622340,-0.779694,0.612062,-0.132126,0.000000
107.301460,-0.682160,-0.253067,0.098321,0.678931,5.617085,-14.063905,5.617085,-0.779342,0.612570,-0.131851,0.000000
108.021604,-0.673151,-0.261310,0.119591,0.681383,5.611826,-14.072300,5.611826,-0.778989,0.613077,-0.131577,0.000000
108.741748,-0.663883,-0.269525,0.140824,0.683216,5.606564,-14.080687,5.606564,-0.778637,0.613583,-0.131303,0.000000
109.461892,-0.654361,-0.277710,0.162000,0.684430,5.601299,-14.089066,5.601299,-0.778284,0.614089,-0.131028,0.000000
110.182036,-0.644589,-0.285864,0.183101,0.685026,5.596031,-14.097437,5.596031,-0.777932,0.614594,-0.130754,0.000000
110.902180,-0.634574,-0.293985,0.204108,0.685003,5.590760,-14.105800,5.590760,-0.777579,0.615099,-0.130479,1.000000
111.622324,-0.624318,-0.302073,0.225002,0.684363,5.585486,-14.114156,5.585486,-0.777226,0.615603,-0.130205,1.000000
112.342468,-0.613828,-0.310126,0.245763,0.683109,5.580208,-14.122503,5.580208,-0.776874,0.616103,-0.129935,1.000000
113.062613,-0.603108,-0.318143,0.266372,0.681242,5.574928,-14.130843,5.574928,-0.776523,0.616601,-0.129670,1.000000
113.782757,-0.592166,-0.326122,0.286811,0.678766,5.569644,-14.139175,5.569644,-0.776173,0.617097,-0.129409,1.000000
114.502901,-0.581006,-0.334061,0.307061,0.675684,5.564357,-14.147498,5.564357,-0.775824,0.617590,-0.129151,1.000000
115.223045,-0.569635,-0.341958,0.327103,0.672001,5.559067,-14.155814,5.559067,-0.775475,0.618081,-0.128897,1.000000
115.943189,-0.558058,-0.349812,0.346918,0.667721,5.553774,-14.164122,5.553774,-0.775127,0.618570,-0.128645,1.000000
116.663333,-0.546282,-0.357621,0.366488,0.662849,5.548478,-14.172422,5.548478,-0.774779,0.619058,-0.128395,1.000000
117.383477,-0.534314,-0.365383,0.385796,0.657393,5.543179,-14.180715,5.543179,-0.774431,0.619543,-0.128148,1.000000
118.103621,-0.522160,-0.373096,0.404822,0.651358,5.537877,-14.188999,5.537877,-0.774084,0.620028,-0.127903,1.000000
118.823765,-0.509827,-0.380757,0.423549,0.644753,5.532571,-14.197275,5.532571,-0.773738,0.620510,-0.127659,1.000000
119.543909,-0.497323,-0.388365,0.441959,0.637586,5.527263,-14.205543,5.527263,-0.773391,0.620992,-0.127417,1.000000
120.264053,-0.484654,-0.395916,0.460035,0.629864,5.521951,-14.213804,5.521951,-0.773045,0.621472,-0.127176,1.000000
120.984197,-0.471829,-0.403409,0.477761,0.621597,5.516637,-14.222056,5.516637,-0.772699,0.621952,-0.126935,1.000000
121.704341,-0.458856,-0.410840,0.495121,0.612794,5.511319,-14.230301,5.511319,-0.772353,0.622430,-0.126695,1.000000
122.424485,-0.445742,-0.418208,0.512098,0.603466,5.505998,-14.238537,5.505998,-0.772007,0.622908,-0.126455,1.000000
123.144629,-0.432495,-0.425509,0.528678,0.593623,5.500674,-14.246766,5.500674,-0.771660,0.623386,-0.126215,1.000000
123.864773,-0.419125,-0.432742,0.544846,0.583277,5.495347,-14.254987,5.495347,-0.771314,0.623864,-0.125973,1.000000
124.584917,-0.405639,-0.439903,0.560586,0.572438,5.490017,-14.263199,5.490017,-0.770967,0.624341,-0.125729,1.000000
125.305061,-0.392047,-0.446989,0.575886,0.561120,5.484684,-14.271404,5.484684,-0.770619,0.624820,-0.125483,1.000000
126.025205,-0.378356,-0.453999,0.590732,0.549334,5.479348,-14.279601,5.479348,-0.770271,0.625300,-0.125233,1.000000
126.745349,-0.364577,-0.460928,0.605111,0.537094,5.474008,-14.287790,5.474008,-0.769921,0.625781,-0.124979,1.000000
127.465493,-0.350718,-0.467776,0.619010,0.524413,5.468666,-14.295970,5.468666,-0.769571,0.626264,-0.124719,1.000000
128.185637,-0.336789,-0.474539,0.632418,0.511305,5.463321,-14.304143,5.463321,-0.769219,0.626749,-0.124453,1.000000
128.905781,-0.322800,-0.481215,0.645321,0.497787,5.457972,-14.312308,5.457972,-0.768865,0.627237,-0.124179,1.000000
129.625925,-0.308760,-0.487803,0.657710,0.483873,5.452621,-14.320465,5.452621,-0.768509,0.627729,-0.123897,1.000000
130.346069,-0.294679,-0.494299,0.669573,0.469579,5.447266,-14.328613,5.447266,-0.768151,0.628224,-0.123605,1.000000
131.066213,-0.280566,-0.500703,0.680902,0.454920,5.441909,-14.336754,5.441909,-0.767791,0.628724,-0.123302,1.000000
131.786357,-0.266430,-0.507012,0.691687,0.439913,5.436548,-14.344887,5.436548,-0.767428,0.629229,-0.122986,1.000000
132.506501,-0.252281,-0.513225,0.701920,0.424574,5.431184,-14.353012,5.431184,-0.767062,0.629740,-0.122656,1.000000
133.226645,-0.238127,-0.519340,0.711593,0.408922,5.425818,-14.361128,5.425818,-0.766692,0.630257,-0.122311,1.000000
133.946789,-0.223979,-0.525356,0.720699,0.392972,5.420448,-14.369237,5.420448,-0.766318,0.630781,-0.121949,1.000000
134.666933,-0.209846,-0.531271,0.729233,0.376743,5.415075,-14.377338,5.415075,-0.765940,0.631314,-0.121567,1.000000
135.387077,-0.195736,-0.537085,0.737188,0.360252,5.409699,-14.385430,5.409699,-0.765558,0.631855,-0.121165,1.000000
136.107221,-0.181659,-0.542796,0.744559,0.343518,5.404321,-14.393515,5.404321,-0.765170,0.632406,-0.120739,1.000000
136.827365,-0.167625,-0.548404,0.751342,0.326558,5.398939,-14.401592,5.398939,-0.764776,0.632968,-0.120288,1.000000
137.547510,-0.153642,-0.553907,0.757535,0.309390,5.393554,-14.409660,5.393554,-0.764376,0.633541,-0.119811,1.000000
138.267654,-0.139720,-0.559306,0.763133,0.292032,5.388166,-14.417721,5.388166,-0.763969,0.634127,-0.119304,1.000000
138.987798,-0.125867,-0.564600,0.768137,0.274501,5.382775,-14.425773,5.382775,-0.763555,0.634727,-0.118765,1.000000
139.707942,-0.112093,-0.569788,0.772543,0.256815,5.377381,-14.433817,5.377381,-0.763133,0.635341,-0.118191,1.000000
140.428086,-0.098405,-0.574872,0.776352,0.238991,5.371984,-14.441853,5.371984,-0.762702,0.635971,-0.117581,1.000000
141.148230,-0.084812,-0.579852,0.779563,0.221045,5.366585,-14.449882,5.366585,-0.762263,0.636618,-0.116934,1.000000
141.868374,-0.071322,-0.584727,0.782177,0.202995,5.361182,-14.457902,5.361182,-0.761813,0.637282,-0.116246,1.000000
142.588518,-0.057943,-0.589500,0.784194,0.184856,5.355776,-14.465914,5.355776,-0.761352,0.637966,-0.115511,1.000000
143.308662,-0.044683,-0.594171,0.785617,0.166644,5.350367,-14.473918,5.350367,-0.760878,0.638674,-0.114721,1.000000
144.028806,-0.031540,-0.598741,0.786448,0.148370,5.344955,-14.481914,5.344955,-0.760456,0.639275,-0.114163,1.000000
144.748950,-0.018451,-0.603207,0.786698,0.130028,5.339540,-14.489901,5.339540,-0.760099,0.639750,-0.113884,0.000000
145.469094,-0.005408,-0.607565,0.786368,0.111627,5.334122,-14.497881,5.334122,-0.759742,0.640223,-0.113604,0.000000
146.189238,0.007584,-0.611814,0.785457,0.093184,5.328702,-14.505853,5.328702,-0.759385,0.640696,-0.113324,0.000000
146.909382,0.020520,-0.615950,0.783966,0.074715,5.323278,-14.513816,5.323278,-0.759028,0.641169,-0.113045,0.000000
147.629526,0.033397,-0.619970,0.781895,0.056234,5.317851,-14.521771,5.317851,-0.758671,0.641641,-0.112765,0.000000
148.349670,0.046209,-0.623873,0.779244,0.037757,5.312421,-14.529719,5.312421,-0.758313,0.642112,-0.112485,0.000000
149.069814,0.058953,-0.627656,0.776015,0.019300,5.306989,-14.537658,5.306989,-0.757956,0.642583,-0.112205,0.000000
149.789958,0.071624,-0.631316,0.772210,0.000879,5.301553,-14.545589,5.301553,-0.757599,0.643053,-0.111925,0.000000
150.510102,0.084219,-0.634851,0.767832,-0.017493,5.296114,-14.553511,5.296114,-0.757241,0.643522,-0.111645,0.000000
151.230246,0.096733,-0.638258,0.762882,-0.035799,5.290673,-14.561426,5.290673,-0.756884,0.643991,-0.111365,0.000000
151.950390,0.109162,-0.641534,0.757364,-0.054024,5.285228,-14.569333,5.285228,-0.756527,0.644459,-0.111085,0.000000
152.670534,0.121503,-0.644677,0.751281,-0.072152,5.279781,-14.577231,5.279781,-0.756169,0.644927,-0.110804,0.000000
