Altitude,Heat Capacity Ratio,Sound Speed
m,-,m/s
83700,1.4,277.3607725
83710,1.4,277.3466571
83720,1.4,277.332541
83730,1.4,277.3184242
83740,1.4,277.3043068
83750,1.4,277.2901887
83760,1.4,277.2760699
83770,1.4,277.2619504
83780,1.4,277.2478303
83790,1.4,277.2337095
83800,1.4,277.219588
83810,1.4,277.2054659
83820,1.4,277.191343
83830,1.4,277.1772195
83840,1.4,277.1630953
83850,1.4,277.1489705
83860,1.4,277.1348449
83870,1.4,277.1207187
83880,1.4,277.1065918
83890,1.4,277.0924643
83900,1.4,277.078336
83910,1.4,277.0642071
83920,1.4,277.0500775
83930,1.4,277.0359472
83940,1.4,277.0218163
83950,1.4,277.0076846
83960,1.4,276.9935523
83970,1.4,276.9794194
83980,1.4,276.9652857
83990,1.4,276.9511514
84000,1.4,276.9370164
84010,1.4,276.9228807
84020,1.4,276.9087443
84030,1.4,276.8946072
84040,1.4,276.8804695
84050,1.4,276.8663311
84060,1.4,276.852192
84070,1.4,276.8380523
84080,1.4,276.8239118
84090,1.4,276.8097707
84100,1.4,276.7956289
84110,1.4,276.7814865
84120,1.4,276.7673433
84130,1.4,276.7531995
84140,1.4,276.739055
84150,1.4,276.7249098
84160,1.4,276.7107639
84170,1.4,276.6966174
84180,1.4,276.6824701
84190,1.4,276.6683222
84200,1.4,276.6541737
84210,1.4,276.6400244
84220,1.4,276.6258744
84230,1.4,276.6117238
84240,1.4,276.5975725
84250,1.4,276.5834205
84260,1.4,276.5692679
84270,1.4,276.5551145
84280,1.4,276.5409605
84290,1.4,276.5268058
84300,1.4,276.5126504
84310,1.4,276.4984943
84320,1.4,276.4843376
84330,1.4,276.4701802
84340,1.4,276.456022
84350,1.4,276.4418633
84360,1.4,276.4277038
84370,1.4,276.4135436
84380,1.4,276.3993828
84390,1.4,276.3852213
84400,1.4,276.3710591
84410,1.4,276.3568962
84420,1.4,276.3427326
84430,1.4,276.3285684
84440,1.4,276.3144035
84450,1.4,276.3002379
84460,1.4,276.2860716
84470,1.4,276.2719046
84480,1.4,276.2577369
84490,1.4,276.2435686
84500,1.4,276.2293996
84510,1.4,276.2152299
84520,1.4,276.2010595
84530,1.4,276.1868884
84540,1.4,276.1727167
84550,1.4,276.1585442
84560,1.4,276.1443711
84570,1.4,276.1301973
84580,1.4,276.1160228
84590,1.4,276.1018476
84600,1.4,276.0876718
84610,1.4,276.0734952
84620,1.4,276.059318
84630,1.4,276.0451401
84640,1.4,276.0309615
84650,1.4,276.0167823
84660,1.4,276.0026023
84670,1.4,275.9884217
84680,1.4,275.9742403
84690,1.4,275.9600583
84700,1.4,275.9458756
84710,1.4,275.9316922
84720,1.4,275.9175082
84730,1.4,275.9033234
84740,1.4,275.889138
84750,1.4,275.8749518
84760,1.4,275.860765
84770,1.4,275.8465775
84780,1.4,275.8323894
84790,1.4,275.8182005
84800,1.4,275.8040109
84810,1.4,275.7898207
84820,1.4,275.7756298
84830,1.4,275.7614382
84840,1.4,275.7472459
84850,1.4,275.7330529
84860,1.4,275.7188592
84870,1.4,275.7046649
84880,1.4,275.6904698
84890,1.4,275.6762741
84900,1.4,275.6620777
84910,1.4,275.6478806
84920,1.4,275.6336828
84930,1.4,275.6194843
84940,1.4,275.6052851
84950,1.4,275.5910853
84960,1.4,275.5768847
84970,1.4,275.5626835
84980,1.4,275.5484816
84990,1.4,275.534279
85000,1.4,275.5200757
85010,1.4,275.5058717
85020,1.4,275.4916671
85030,1.4,275.4774617
85040,1.4,275.4632556
85050,1.4,275.4490489
85060,1.4,275.4348415
85070,1.4,275.4206334
85080,1.4,275.4064246
85090,1.4,275.3922151
85100,1.4,275.3780049
85110,1.4,275.363794
85120,1.4,275.3495825
85130,1.4,275.3353702
85140,1.4,275.3211573
85150,1.4,275.3069437
85160,1.4,275.2927294
85170,1.4,275.2785144
85180,1.4,275.2642987
85190,1.4,275.2500823
85200,1.4,275.2358652
85210,1.4,275.2216474
85220,1.4,275.207429
85230,1.4,275.1932098
85240,1.4,275.17899
85250,1.4,275.1647695
85260,1.4,275.1505483
85270,1.4,275.1363263
85280,1.4,275.1221037
85290,1.4,275.1078805
85300,1.4,275.0936565
85310,1.4,275.0794318
85320,1.4,275.0652064
85330,1.4,275.0509804
85340,1.4,275.0367536
85350,1.4,275.0225262
85360,1.4,275.0082981
85370,1.4,274.9940692
85380,1.4,274.9798397
85390,1.4,274.9656095
85400,1.4,274.9513786
85410,1.4,274.937147
85420,1.4,274.9229147
85430,1.4,274.9086817
85440,1.4,274.8944481
85450,1.4,274.8802137
85460,1.4,274.8659787
85470,1.4,274.8517429
85480,1.4,274.8375065
85490,1.4,274.8232693
85500,1.4,274.8090315
85510,1.4,274.794793
85520,1.4,274.7805538
85530,1.4,274.7663138
85540,1.4,274.7520732
85550,1.4,274.7378319
85560,1.4,274.7235899
85570,1.4,274.7093473
85580,1.4,274.6951039
85590,1.4,274.6808598
85600,1.4,274.666615
85610,1.4,274.6523696
85620,1.4,274.6381234
85630,1.4,274.6238766
85640,1.4,274.609629
85650,1.4,274.5953808
85660,1.4,274.5811318
85670,1.4,274.5668822
85680,1.4,274.5526319
85690,1.4,274.5383808
85700,1.4,274.5241291
85710,1.4,274.5098767
85720,1.4,274.4956236
85730,1.4,274.4813698
85740,1.4,274.4671153
85750,1.4,274.4528601
85760,1.4,274.4386042
85770,1.4,274.4243476
85780,1.4,274.4100903
85790,1.4,274.3958323
85800,1.4,274.3815736
85810,1.4,274.3673143
85820,1.4,274.3530542
85830,1.4,274.3387934
85840,1.4,274.3245319
85850,1.4,274.3102698
85860,1.4,274.2960069
85870,1.4,274.2817433
85880,1.4,274.2674791
85890,1.4,274.2532141
85900,1.4,274.2389485
85910,1.4,274.2246821
85920,1.4,274.2104151
85930,1.4,274.1961473
85940,1.4,274.1818789
85950,1.4,274.1676097
85960,1.4,274.1533399
85970,1.4,274.1390694
85980,1.4,274.1247981
85990,1.4,274.1105262
86000,1.4,274.0954211
86010,1.4,274.0956763
86020,1.4,274.0959309
86030,1.4,274.0961849
86040,1.4,274.0964384
86050,1.4,274.0966913
86060,1.4,274.0969437
86070,1.4,274.0971956
86080,1.4,274.097447
86090,1.4,274.0976979
86100,1.4,274.0979485
86110,1.4,274.0981986
86120,1.4,274.0984483
86130,1.4,274.0986976
86140,1.4,274.0989466
86150,1.4,274.0991952
86160,1.4,274.0994435
86170,1.4,274.0996915
86180,1.4,274.0999392
86190,1.4,274.1001867
86200,1.4,274.1004339
86210,1.4,274.100681
86220,1.4,274.1009278
86230,1.4,274.1011744
86240,1.4,274.1014209
86250,1.4,274.1016672
86260,1.4,274.1019134
86270,1.4,274.1021595
86280,1.4,274.1024055
86290,1.4,274.1026515
86300,1.4,274.1028973
86310,1.4,274.1031432
86320,1.4,274.103389
86330,1.4,274.1036349
86340,1.4,274.1038808
86350,1.4,274.1041267
86360,1.4,274.1043726
86370,1.4,274.1046187
86380,1.4,274.1048648
86390,1.4,274.1051111
86400,1.4,274.1053575
86410,1.4,274.105604
86420,1.4,274.1058507
86430,1.4,274.1060976
86440,1.4,274.1063447
86450,1.4,274.106592
86460,1.4,274.1068395
86470,1.4,274.1070873
86480,1.4,274.1073354
86490,1.4,274.1075837
86500,1.4,274.1078323
86510,1.4,274.1080813
86520,1.4,274.1083306
86530,1.4,274.1085802
86540,1.4,274.1088302
86550,1.4,274.1090806
86560,1.4,274.1093314
86570,1.4,274.1095827
86580,1.4,274.1098343
86590,1.4,274.1100864
86600,1.4,274.110339
86610,1.4,274.110592
86620,1.4,274.1108456
86630,1.4,274.1110996
86640,1.4,274.1113542
86650,1.4,274.1116094
86660,1.4,274.1118651
86670,1.4,274.1121213
86680,1.4,274.1123782
86690,1.4,274.1126356
86700,1.4,274.1128937
86710,1.4,274.1131524
86720,1.4,274.1134118
86730,1.4,274.1136718
86740,1.4,274.1139326
86750,1.4,274.114194
86760,1.4,274.1144561
86770,1.4,274.114719
86780,1.4,274.1149825
86790,1.4,274.1152469
86800,1.4,274.115512
86810,1.4,274.1157779
86820,1.4,274.1160446
86830,1.4,274.1163121
86840,1.4,274.1165804
86850,1.4,274.1168496
86860,1.4,274.1171196
86870,1.4,274.1173905
86880,1.4,274.1176622
86890,1.4,274.1179349
86900,1.4,274.1182085
86910,1.4,274.118483
86920,1.4,274.1187584
86930,1.4,274.1190348
86940,1.4,274.1193121
86950,1.4,274.1195904
86960,1.4,274.1198697
86970,1.4,274.1201501
86980,1.4,274.1204314
86990,1.4,274.1207137
87000,1.4,274.1209971
87010,1.4,274.1212816
87020,1.4,274.1215671
87030,1.4,274.1218537
87040,1.4,274.1221414
87050,1.4,274.1224302
87060,1.4,274.1227201
87070,1.4,274.1230111
87080,1.4,274.1233033
87090,1.4,274.1235966
87100,1.4,274.1238911
87110,1.4,274.1241868
87120,1.4,274.1244837
87130,1.4,274.1247818
87140,1.4,274.1250811
87150,1.4,274.1253816
87160,1.4,274.1256834
87170,1.4,274.1259864
87180,1.4,274.1262906
87190,1.4,274.1265962
87200,1.4,274.126903
87210,1.4,274.1272112
87220,1.4,274.1275206
87230,1.4,274.1278314
87240,1.4,274.1281435
87250,1.4,274.1284569
87260,1.4,274.1287717
87270,1.4,274.1290879
87280,1.4,274.1294054
87290,1.4,274.1297244
87300,1.4,274.1300447
87310,1.4,274.1303664
87320,1.4,274.1306896
87330,1.4,274.1310142
87340,1.4,274.1313402
87350,1.4,274.1316677
87360,1.4,274.1319966
87370,1.4,274.1323271
87380,1.4,274.132659
87390,1.4,274.1329924
87400,1.4,274.1333273
87410,1.4,274.1336637
87420,1.4,274.1340017
87430,1.4,274.1343412
87440,1.4,274.1346822
87450,1.4,274.1350248
87460,1.4,274.1353689
87470,1.4,274.1357147
87480,1.4,274.136062
87490,1.4,274.1364109
87500,1.4,274.1367614
87510,1.4,274.1371136
87520,1.4,274.1374674
87530,1.4,274.1378228
87540,1.4,274.1381798
87550,1.4,274.1385385
87560,1.4,274.1388989
87570,1.4,274.1392609
87580,1.4,274.1396246
87590,1.4,274.13999
87600,1.4,274.1403571
87610,1.4,274.140726
87620,1.4,274.1410965
87630,1.4,274.1414688
87640,1.4,274.1418428
87650,1.4,274.1422185
87660,1.4,274.142596
87670,1.4,274.1429753
87680,1.4,274.1433564
87690,1.4,274.1437392
87700,1.4,274.1441238
87710,1.4,274.1445102
87720,1.4,274.1448984
87730,1.4,274.1452885
87740,1.4,274.1456803
87750,1.4,274.146074
87760,1.4,274.1464696
87770,1.4,274.146867
87780,1.4,274.1472662
87790,1.4,274.1476673
87800,1.4,274.1480703
87810,1.4,274.1484752
87820,1.4,274.1488819
87830,1.4,274.1492906
87840,1.4,274.1497012
87850,1.4,274.1501136
87860,1.4,274.150528
87870,1.4,274.1509444
87880,1.4,274.1513626
87890,1.4,274.1517829
87900,1.4,274.152205
87910,1.4,274.1526292
87920,1.4,274.1530553
87930,1.4,274.1534833
87940,1.4,274.1539134
87950,1.4,274.1543454
87960,1.4,274.1547795
87970,1.4,274.1552155
87980,1.4,274.1556536
87990,1.4,274.1560937
88000,1.4,274.1565358
88010,1.4,274.1569799
88020,1.4,274.1574261
88030,1.4,274.1578744
88040,1.4,274.1583247
88050,1.4,274.158777
88060,1.4,274.1592315
88070,1.4,274.159688
88080,1.4,274.1601466
88090,1.4,274.1606072
88100,1.4,274.16107
88110,1.4,274.1615349
88120,1.4,274.1620019
88130,1.4,274.162471
88140,1.4,274.1629422
88150,1.4,274.1634156
88160,1.4,274.1638911
88170,1.4,274.1643687
88180,1.4,274.1648485
88190,1.4,274.1653304
88200,1.4,274.1658146
88210,1.4,274.1663008
88220,1.4,274.1667893
88230,1.4,274.1672799
88240,1.4,274.1677727
88250,1.4,274.1682677
88260,1.4,274.168765
88270,1.4,274.1692644
88280,1.4,274.169766
88290,1.4,274.1702698
88300,1.4,274.1707759
88310,1.4,274.1712842
88320,1.4,274.1717947
88330,1.4,274.1723075
88340,1.4,274.1728225
88350,1.4,274.1733398
88360,1.4,274.1738593
88370,1.4,274.1743811
88380,1.4,274.1749052
88390,1.4,274.1754315
88400,1.4,274.1759601
88410,1.4,274.1764911
88420,1.4,274.1770242
88430,1.4,274.1775597
88440,1.4,274.1780975
88450,1.4,274.1786376
88460,1.4,274.17918
88470,1.4,274.1797248
88480,1.4,274.1802718
88490,1.4,274.1808212
88500,1.4,274.1813729
88510,1.4,274.181927
88520,1.4,274.1824834
88530,1.4,274.1830421
88540,1.4,274.1836032
88550,1.4,274.1841666
88560,1.4,274.1847325
88570,1.4,274.1853007
88580,1.4,274.1858712
88590,1.4,274.1864441
88600,1.4,274.1870195
88610,1.4,274.1875972
88620,1.4,274.1881773
88630,1.4,274.1887598
88640,1.4,274.1893447
88650,1.4,274.189932
88660,1.4,274.1905217
88670,1.4,274.1911138
88680,1.4,274.1917084
88690,1.4,274.1923053
88700,1.4,274.1929047
88710,1.4,274.1935066
88720,1.4,274.1941108
88730,1.4,274.1947176
88740,1.4,274.1953267
88750,1.4,274.1959383
88760,1.4,274.1965524
88770,1.4,274.1971689
88780,1.4,274.1977879
88790,1.4,274.1984094
88800,1.4,274.1990333
88810,1.4,274.1996597
88820,1.4,274.2002886
88830,1.4,274.2009199
88840,1.4,274.2015538
88850,1.4,274.2021901
88860,1.4,274.202829
88870,1.4,274.2034703
88880,1.4,274.2041141
88890,1.4,274.2047605
88900,1.4,274.2054094
88910,1.4,274.2060607
88920,1.4,274.2067146
88930,1.4,274.207371
88940,1.4,274.20803
88950,1.4,274.2086914
88960,1.4,274.2093554
88970,1.4,274.210022
88980,1.4,274.2106911
88990,1.4,274.2113627
89000,1.4,274.2120369
89010,1.4,274.2127136
89020,1.4,274.2133929
89030,1.4,274.2140747
89040,1.4,274.2147591
89050,1.4,274.2154461
89060,1.4,274.2161356
89070,1.4,274.2168277
89080,1.4,274.2175224
89090,1.4,274.2182196
89100,1.4,274.2189195
89110,1.4,274.2196219
89120,1.4,274.2203269
89130,1.4,274.2210345
89140,1.4,274.2217447
89150,1.4,274.2224575
89160,1.4,274.2231729
89170,1.4,274.2238909
89180,1.4,274.2246115
89190,1.4,274.2253347
89200,1.4,274.2260605
89210,1.4,274.226789
89220,1.4,274.22752
89230,1.4,274.2282537
89240,1.4,274.22899
89250,1.4,274.2297289
89260,1.4,274.2304705
89270,1.4,274.2312147
89280,1.4,274.2319615
89290,1.4,274.232711
89300,1.4,274.2334631
89310,1.4,274.2342179
89320,1.4,274.2349753
89330,1.4,274.2357353
89340,1.4,274.236498
89350,1.4,274.2372634
89360,1.4,274.2380314
89370,1.4,274.2388021
89380,1.4,274.2395754
89390,1.4,274.2403514
89400,1.4,274.2411301
89410,1.4,274.2419114
89420,1.4,274.2426955
89430,1.4,274.2434822
89440,1.4,274.2442715
89450,1.4,274.2450636
89460,1.4,274.2458583
89470,1.4,274.2466557
89480,1.4,274.2474558
89490,1.4,274.2482586
89500,1.4,274.2490641
89510,1.4,274.2498723
89520,1.4,274.2506832
89530,1.4,274.2514967
89540,1.4,274.252313
89550,1.4,274.253132
89560,1.4,274.2539537
89570,1.4,274.2547781
89580,1.4,274.2556052
89590,1.4,274.256435
89600,1.4,274.2572675
89610,1.4,274.2581028
89620,1.4,274.2589407
89630,1.4,274.2597814
89640,1.4,274.2606248
89650,1.4,274.261471
89660,1.4,274.2623198
89670,1.4,274.2631714
89680,1.4,274.2640257
89690,1.4,274.2648828
89700,1.4,274.2657425
89710,1.4,274.2666051
89720,1.4,274.2674703
89730,1.4,274.2683383
89740,1.4,274.2692091
89750,1.4,274.2700826
89760,1.4,274.2709588
89770,1.4,274.2718378
89780,1.4,274.2727195
89790,1.4,274.273604
89800,1.4,274.2744912
89810,1.4,274.2753812
89820,1.4,274.2762739
89830,1.4,274.2771694
89840,1.4,274.2780677
89850,1.4,274.2789687
89860,1.4,274.2798725
89870,1.4,274.280779
89880,1.4,274.2816884
89890,1.4,274.2826004
89900,1.4,274.2835153
89910,1.4,274.2844329
89920,1.4,274.2853533
89930,1.4,274.2862765
89940,1.4,274.2872024
89950,1.4,274.2881312
89960,1.4,274.2890627
89970,1.4,274.2899969
89980,1.4,274.290934
89990,1.4,274.2918739
90000,1.4,274.2928165
90010,1.4,274.2937619
90020,1.4,274.2947101
90030,1.4,274.2956611
90040,1.4,274.2966149
90050,1.4,274.2975715
90060,1.4,274.2985309
90070,1.4,274.299493
90080,1.4,274.300458
90090,1.4,274.3014257
90100,1.4,274.3023963
90110,1.4,274.3033697
90120,1.4,274.3043458
90130,1.4,274.3053248
90140,1.4,274.3063066
90150,1.4,274.3072911
90160,1.4,274.3082785
90170,1.4,274.3092687
90180,1.4,274.3102617
90190,1.4,274.3112575
90200,1.4,274.3122561
90210,1.4,274.3132575
90220,1.4,274.3142618
90230,1.4,274.3152688
90240,1.4,274.3162787
90250,1.4,274.3172914
90260,1.4,274.3183069
90270,1.4,274.3193252
90280,1.4,274.3203464
90290,1.4,274.3213703
90300,1.4,274.3223971
90310,1.4,274.3234267
90320,1.4,274.3244592
90330,1.4,274.3254944
90340,1.4,274.3265325
90350,1.4,274.3275734
90360,1.4,274.3286172
90370,1.4,274.3296638
90380,1.4,274.3307132
90390,1.4,274.3317654
90400,1.4,274.3328205
90410,1.4,274.3338784
90420,1.4,274.3349391
90430,1.4,274.3360027
90440,1.4,274.3370691
90450,1.4,274.3381384
90460,1.4,274.3392104
90470,1.4,274.3402854
90480,1.4,274.3413631
90490,1.4,274.3424437
90500,1.4,274.3435272
90510,1.4,274.3446135
90520,1.4,274.3457026
90530,1.4,274.3467946
90540,1.4,274.3478894
90550,1.4,274.3489871
90560,1.4,274.3500876
90570,1.4,274.3511909
90580,1.4,274.3522971
90590,1.4,274.3534062
90600,1.4,274.3545181
90610,1.4,274.3556329
90620,1.4,274.3567505
90630,1.4,274.357871
90640,1.4,274.3589943
90650,1.4,274.3601204
90660,1.4,274.3612495
90670,1.4,274.3623813
90680,1.4,274.3635161
90690,1.4,274.3646537
90700,1.4,274.3657941
90710,1.4,274.3669374
90720,1.4,274.3680836
90730,1.4,274.3692326
90740,1.4,274.3703845
90750,1.4,274.3715393
90760,1.4,274.3726969
90770,1.4,274.3738573
90780,1.4,274.3750207
90790,1.4,274.3761869
90800,1.4,274.3773559
90810,1.4,274.3785278
90820,1.4,274.3797026
90830,1.4,274.3808803
90840,1.4,274.3820608
90850,1.4,274.3832442
90860,1.4,274.3844305
90870,1.4,274.3856196
90880,1.4,274.3868116
90890,1.4,274.3880065
90900,1.4,274.3892042
90910,1.4,274.3904048
90920,1.4,274.3916083
90930,1.4,274.3928146
90940,1.4,274.3940238
90950,1.4,274.3952359
90960,1.4,274.3964509
90970,1.4,274.3976687
90980,1.4,274.3988895
90990,1.4,274.400113
91000,1.4,274.4013395
91010,1.4,274.4025759
91020,1.4,274.4038293
91030,1.4,274.4050996
91040,1.4,274.4063869
91050,1.4,274.4076911
91060,1.4,274.4090123
91070,1.4,274.4103505
91080,1.4,274.4117057
91090,1.4,274.4130778
91100,1.4,274.414467
91110,1.4,274.415873
91120,1.4,274.4172961
91130,1.4,274.4187361
91140,1.4,274.4201931
91150,1.4,274.4216671
91160,1.4,274.4231581
91170,1.4,274.424666
91180,1.4,274.426191
91190,1.4,274.4277329
91200,1.4,274.4292917
91210,1.4,274.4308676
91220,1.4,274.4324604
91230,1.4,274.4340703
91240,1.4,274.4356971
91250,1.4,274.4373409
91260,1.4,274.4390016
91270,1.4,274.4406794
91280,1.4,274.4423741
91290,1.4,274.4440859
91300,1.4,274.4458146
91310,1.4,274.4475603
91320,1.4,274.449323
91330,1.4,274.4511027
91340,1.4,274.4528994
91350,1.4,274.4547131
91360,1.4,274.4565438
91370,1.4,274.4583914
91380,1.4,274.4602561
91390,1.4,274.4621378
91400,1.4,274.4640364
91410,1.4,274.4659521
91420,1.4,274.4678847
91430,1.4,274.4698344
91440,1.4,274.4718011
91450,1.4,274.4737847
91460,1.4,274.4757854
91470,1.4,274.4778031
91480,1.4,274.4798377
91490,1.4,274.4818894
91500,1.4,274.4839581
91510,1.4,274.4860438
91520,1.4,274.4881465
91530,1.4,274.4902662
91540,1.4,274.492403
91550,1.4,274.4945567
91560,1.4,274.4967275
91570,1.4,274.4989152
91580,1.4,274.50112
91590,1.4,274.5033418
91600,1.4,274.5055806
91610,1.4,274.5078365
91620,1.4,274.5101093
91630,1.4,274.5123992
91640,1.4,274.5147061
91650,1.4,274.5170301
91660,1.4,274.519371
91670,1.4,274.521729
91680,1.4,274.524104
91690,1.4,274.526496
91700,1.4,274.5289051
91710,1.4,274.5313312
91720,1.4,274.5337743
91730,1.4,274.5362345
91740,1.4,274.5387117
91750,1.4,274.5412059
91760,1.4,274.5437172
91770,1.4,274.5462455
91780,1.4,274.5487908
91790,1.4,274.5513532
91800,1.4,274.5539326
91810,1.4,274.5565291
91820,1.4,274.5591426
91830,1.4,274.5617732
91840,1.4,274.5644208
91850,1.4,274.5670854
91860,1.4,274.5697671
91870,1.4,274.5724659
91880,1.4,274.5751817
91890,1.4,274.5779145
91900,1.4,274.5806644
91910,1.4,274.5834314
91920,1.4,274.5862154
91930,1.4,274.5890165
91940,1.4,274.5918347
91950,1.4,274.5946699
91960,1.4,274.5975222
91970,1.4,274.6003915
91980,1.4,274.6032779
91990,1.4,274.6061814
92000,1.4,274.6091019
92010,1.4,274.6120395
92020,1.4,274.6149942
92030,1.4,274.617966
92040,1.4,274.6209548
92050,1.4,274.6239607
92060,1.4,274.6269837
92070,1.4,274.6300238
92080,1.4,274.633081
92090,1.4,274.6361552
92100,1.4,274.6392465
92110,1.4,274.6423549
92120,1.4,274.6454804
92130,1.4,274.648623
92140,1.4,274.6517827
92150,1.4,274.6549595
92160,1.4,274.6581533
92170,1.4,274.6613643
92180,1.4,274.6645923
92190,1.4,274.6678375
92200,1.4,274.6710998
92210,1.4,274.6743791
92220,1.4,274.6776756
92230,1.4,274.6809892
92240,1.4,274.6843198
92250,1.4,274.6876676
92260,1.4,274.6910325
92270,1.4,274.6944146
92280,1.4,274.6978137
92290,1.4,274.7012299
92300,1.4,274.7046633
92310,1.4,274.7081138
92320,1.4,274.7115814
92330,1.4,274.7150661
92340,1.4,274.718568
92350,1.4,274.722087
92360,1.4,274.7256231
92370,1.4,274.7291764
92380,1.4,274.7327468
92390,1.4,274.7363343
92400,1.4,274.7399389
92410,1.4,274.7435607
92420,1.4,274.7471997
92430,1.4,274.7508558
92440,1.4,274.754529
92450,1.4,274.7582194
92460,1.4,274.7619269
92470,1.4,274.7656516
92480,1.4,274.7693934
92490,1.4,274.7731524
92500,1.4,274.7769286
92510,1.4,274.7807219
92520,1.4,274.7845324
92530,1.4,274.78836
92540,1.4,274.7922048
92550,1.4,274.7960668
92560,1.4,274.7999459
92570,1.4,274.8038422
92580,1.4,274.8077557
92590,1.4,274.8116864
92600,1.4,274.8156342
92610,1.4,274.8195993
92620,1.4,274.8235815
92630,1.4,274.8275809
92640,1.4,274.8315974
92650,1.4,274.8356312
92660,1.4,274.8396822
92670,1.4,274.8437503
92680,1.4,274.8478357
92690,1.4,274.8519383
92700,1.4,274.856058
92710,1.4,274.860195
92720,1.4,274.8643492
92730,1.4,274.8685206
92740,1.4,274.8727092
92750,1.4,274.876915
92760,1.4,274.881138
92770,1.4,274.8853782
92780,1.4,274.8896357
92790,1.4,274.8939104
92800,1.4,274.8982023
92810,1.4,274.9025114
92820,1.4,274.9068378
92830,1.4,274.9111814
92840,1.4,274.9155423
92850,1.4,274.9199203
92860,1.4,274.9243157
92870,1.4,274.9287282
92880,1.4,274.933158
92890,1.4,274.9376051
92900,1.4,274.9420694
92910,1.4,274.946551
92920,1.4,274.9510498
92930,1.4,274.9555659
92940,1.4,274.9600992
92950,1.4,274.9646498
92960,1.4,274.9692177
92970,1.4,274.9738029
92980,1.4,274.9784053
92990,1.4,274.983025
93000,1.4,274.987662
93010,1.4,274.9923162
93020,1.4,274.9969877
93030,1.4,275.0016766
93040,1.4,275.0063827
93050,1.4,275.0111061
93060,1.4,275.0158468
93070,1.4,275.0206048
93080,1.4,275.0253801
93090,1.4,275.0301727
93100,1.4,275.0349826
93110,1.4,275.0398098
93120,1.4,275.0446544
93130,1.4,275.0495162
93140,1.4,275.0543954
93150,1.4,275.0592919
93160,1.4,275.0642057
93170,1.4,275.0691368
93180,1.4,275.0740853
93190,1.4,275.0790511
93200,1.4,275.0840342
93210,1.4,275.0890347
93220,1.4,275.0940525
93230,1.4,275.0990877
93240,1.4,275.1041402
93250,1.4,275.1092101
93260,1.4,275.1142973
93270,1.4,275.1194019
93280,1.4,275.1245238
93290,1.4,275.1296631
93300,1.4,275.1348198
93310,1.4,275.1399938
93320,1.4,275.1451852
93330,1.4,275.150394
93340,1.4,275.1556202
93350,1.4,275.1608637
93360,1.4,275.1661247
93370,1.4,275.171403
93380,1.4,275.1766987
93390,1.4,275.1820118
93400,1.4,275.1873424
93410,1.4,275.1926903
93420,1.4,275.1980556
93430,1.4,275.2034384
93440,1.4,275.2088385
93450,1.4,275.2142561
93460,1.4,275.2196911
93470,1.4,275.2251435
93480,1.4,275.2306133
93490,1.4,275.2361006
93500,1.4,275.2416053
93510,1.4,275.2471275
93520,1.4,275.2526671
93530,1.4,275.2582241
93540,1.4,275.2637986
93550,1.4,275.2693905
93560,1.4,275.2749999
93570,1.4,275.2806267
93580,1.4,275.286271
93590,1.4,275.2919328
93600,1.4,275.2976121
93610,1.4,275.3033088
93620,1.4,275.309023
93630,1.4,275.3147547
93640,1.4,275.3205038
93650,1.4,275.3262705
93660,1.4,275.3320546
93670,1.4,275.3378562
93680,1.4,275.3436754
93690,1.4,275.349512
93700,1.4,275.3553662
93710,1.4,275.3612378
93720,1.4,275.367127
93730,1.4,275.3730337
93740,1.4,275.3789579
93750,1.4,275.3848996
93760,1.4,275.3908589
93770,1.4,275.3968357
93780,1.4,275.4028301
93790,1.4,275.4088419
93800,1.4,275.4148714
93810,1.4,275.4209184
93820,1.4,275.4269829
93830,1.4,275.433065
93840,1.4,275.4391646
93850,1.4,275.4452819
93860,1.4,275.4514166
93870,1.4,275.457569
93880,1.4,275.463739
93890,1.4,275.4699265
93900,1.4,275.4761316
93910,1.4,275.4823543
93920,1.4,275.4885946
93930,1.4,275.4948525
93940,1.4,275.501128
93950,1.4,275.5074211
93960,1.4,275.5137318
93970,1.4,275.5200601
93980,1.4,275.5264061
93990,1.4,275.5327697
94000,1.4,275.5391509
94010,1.4,275.5455497
94020,1.4,275.5519662
94030,1.4,275.5584003
94040,1.4,275.564852
94050,1.4,275.5713215
94060,1.4,275.5778085
94070,1.4,275.5843132
94080,1.4,275.5908356
94090,1.4,275.5973757
94100,1.4,275.6039334
94110,1.4,275.6105088
94120,1.4,275.6171019
94130,1.4,275.6237127
94140,1.4,275.6303411
94150,1.4,275.6369873
94160,1.4,275.6436511
94170,1.4,275.6503327
94180,1.4,275.6570319
94190,1.4,275.6637489
94200,1.4,275.6704836
94210,1.4,275.677236
94220,1.4,275.6840061
94230,1.4,275.690794
94240,1.4,275.6975996
94250,1.4,275.704423
94260,1.4,275.711264
94270,1.4,275.7181229
94280,1.4,275.7249995
94290,1.4,275.7318938
94300,1.4,275.7388059
94310,1.4,275.7457358
94320,1.4,275.7526835
94330,1.4,275.7596489
94340,1.4,275.7666321
94350,1.4,275.7736332
94360,1.4,275.780652
94370,1.4,275.7876886
94380,1.4,275.794743
94390,1.4,275.8018152
94400,1.4,275.8089052
94410,1.4,275.816013
94420,1.4,275.8231387
94430,1.4,275.8302822
94440,1.4,275.8374435
94450,1.4,275.8446226
94460,1.4,275.8518196
94470,1.4,275.8590345
94480,1.4,275.8662672
94490,1.4,275.8735177
94500,1.4,275.8807861
94510,1.4,275.8880724
94520,1.4,275.8953766
