Altitude,Heat Capacity Ratio,Sound Speed
m,-,m/s
28120,1.4,300.4654998
28130,1.4,300.4721285
28140,1.4,300.478757
28150,1.4,300.4853853
28160,1.4,300.4920135
28170,1.4,300.4986415
28180,1.4,300.5052694
28190,1.4,300.511897
28200,1.4,300.5185245
28210,1.4,300.5251519
28220,1.4,300.531779
28230,1.4,300.538406
28240,1.4,300.5450328
28250,1.4,300.5516595
28260,1.4,300.558286
28270,1.4,300.5649123
28280,1.4,300.5715385
28290,1.4,300.5781645
28300,1.4,300.5847903
28310,1.4,300.591416
28320,1.4,300.5980415
28330,1.4,300.6046668
28340,1.4,300.611292
28350,1.4,300.617917
28360,1.4,300.6245418
28370,1.4,300.6311665
28380,1.4,300.637791
28390,1.4,300.6444153
28400,1.4,300.6510395
28410,1.4,300.6576635
28420,1.4,300.6642873
28430,1.4,300.670911
28440,1.4,300.6775345
28450,1.4,300.6841578
28460,1.4,300.690781
28470,1.4,300.697404
28480,1.4,300.7040268
28490,1.4,300.7106495
28500,1.4,300.717272
28510,1.4,300.7238943
28520,1.4,300.7305164
28530,1.4,300.7371384
28540,1.4,300.7437603
28550,1.4,300.7503819
28560,1.4,300.7570034
28570,1.4,300.7636248
28580,1.4,300.7702459
28590,1.4,300.7768669
28600,1.4,300.7834878
28610,1.4,300.7901084
28620,1.4,300.7967289
28630,1.4,300.8033493
28640,1.4,300.8099694
28650,1.4,300.8165894
28660,1.4,300.8232093
28670,1.4,300.8298289
28680,1.4,300.8364484
28690,1.4,300.8430678
28700,1.4,300.8496869
28710,1.4,300.8563059
28720,1.4,300.8629248
28730,1.4,300.8695434
28740,1.4,300.8761619
28750,1.4,300.8827803
28760,1.4,300.8893984
28770,1.4,300.8960164
28780,1.4,300.9026343
28790,1.4,300.909252
28800,1.4,300.9158695
28810,1.4,300.9224868
28820,1.4,300.929104
28830,1.4,300.935721
28840,1.4,300.9423378
28850,1.4,300.9489545
28860,1.4,300.955571
28870,1.4,300.9621873
28880,1.4,300.9688035
28890,1.4,300.9754195
28900,1.4,300.9820354
28910,1.4,300.988651
28920,1.4,300.9952666
28930,1.4,301.0018819
28940,1.4,301.0084971
28950,1.4,301.0151121
28960,1.4,301.0217269
28970,1.4,301.0283416
28980,1.4,301.0349561
28990,1.4,301.0415705
29000,1.4,301.0481847
29010,1.4,301.0547987
29020,1.4,301.0614125
29030,1.4,301.0680262
29040,1.4,301.0746397
29050,1.4,301.0812531
29060,1.4,301.0878663
29070,1.4,301.0944793
29080,1.4,301.1010921
29090,1.4,301.1077048
29100,1.4,301.1143173
29110,1.4,301.1209297
29120,1.4,301.1275419
29130,1.4,301.1341539
29140,1.4,301.1407658
29150,1.4,301.1473775
29160,1.4,301.153989
29170,1.4,301.1606004
29180,1.4,301.1672115
29190,1.4,301.1738226
29200,1.4,301.1804334
29210,1.4,301.1870441
29220,1.4,301.1936547
29230,1.4,301.200265
29240,1.4,301.2068752
29250,1.4,301.2134853
29260,1.4,301.2200951
29270,1.4,301.2267048
29280,1.4,301.2333144
29290,1.4,301.2399237
29300,1.4,301.246533
29310,1.4,301.253142
29320,1.4,301.2597509
29330,1.4,301.2663596
29340,1.4,301.2729681
29350,1.4,301.2795765
29360,1.4,301.2861847
29370,1.4,301.2927928
29380,1.4,301.2994006
29390,1.4,301.3060084
29400,1.4,301.3126159
29410,1.4,301.3192233
29420,1.4,301.3258305
29430,1.4,301.3324376
29440,1.4,301.3390444
29450,1.4,301.3456512
29460,1.4,301.3522577
29470,1.4,301.3588641
29480,1.4,301.3654703
29490,1.4,301.3720764
29500,1.4,301.3786823
29510,1.4,301.385288
29520,1.4,301.3918936
29530,1.4,301.398499
29540,1.4,301.4051042
29550,1.4,301.4117093
29560,1.4,301.4183142
29570,1.4,301.4249189
29580,1.4,301.4315235
29590,1.4,301.4381279
29600,1.4,301.4447321
29610,1.4,301.4513362
29620,1.4,301.4579401
29630,1.4,301.4645439
29640,1.4,301.4711474
29650,1.4,301.4777508
29660,1.4,301.4843541
29670,1.4,301.4909572
29680,1.4,301.4975601
29690,1.4,301.5041628
29700,1.4,301.5107654
29710,1.4,301.5173678
29720,1.4,301.5239701
29730,1.4,301.5305722
29740,1.4,301.5371741
29750,1.4,301.5437759
29760,1.4,301.5503775
29770,1.4,301.5569789
29780,1.4,301.5635802
29790,1.4,301.5701813
29800,1.4,301.5767822
29810,1.4,301.583383
29820,1.4,301.5899836
29830,1.4,301.596584
29840,1.4,301.6031843
29850,1.4,301.6097844
29860,1.4,301.6163843
29870,1.4,301.6229841
29880,1.4,301.6295837
29890,1.4,301.6361832
29900,1.4,301.6427825
29910,1.4,301.6493816
29920,1.4,301.6559805
29930,1.4,301.6625793
29940,1.4,301.6691779
29950,1.4,301.6757764
29960,1.4,301.6823747
29970,1.4,301.6889728
29980,1.4,301.6955708
29990,1.4,301.7021686
30000,1.4,301.7087662
30010,1.4,301.7153637
30020,1.4,301.721961
30030,1.4,301.7285581
30040,1.4,301.7351551
30050,1.4,301.7417519
30060,1.4,301.7483486
30070,1.4,301.754945
30080,1.4,301.7615414
30090,1.4,301.7681375
30100,1.4,301.7747335
30110,1.4,301.7813293
30120,1.4,301.787925
30130,1.4,301.7945205
30140,1.4,301.8011158
30150,1.4,301.8077109
30160,1.4,301.8143059
30170,1.4,301.8209008
30180,1.4,301.8274954
30190,1.4,301.8340899
30200,1.4,301.8406843
30210,1.4,301.8472784
30220,1.4,301.8538724
30230,1.4,301.8604663
30240,1.4,301.86706
30250,1.4,301.8736535
30260,1.4,301.8802468
30270,1.4,301.88684
30280,1.4,301.893433
30290,1.4,301.9000259
30300,1.4,301.9066186
30310,1.4,301.9132111
30320,1.4,301.9198035
30330,1.4,301.9263957
30340,1.4,301.9329877
30350,1.4,301.9395796
30360,1.4,301.9461713
30370,1.4,301.9527628
30380,1.4,301.9593542
30390,1.4,301.9659454
30400,1.4,301.9725364
30410,1.4,301.9791273
30420,1.4,301.985718
30430,1.4,301.9923086
30440,1.4,301.998899
30450,1.4,302.0054892
30460,1.4,302.0120792
30470,1.4,302.0186691
30480,1.4,302.0252589
30490,1.4,302.0318484
30500,1.4,302.0384378
30510,1.4,302.0450271
30520,1.4,302.0516161
30530,1.4,302.058205
30540,1.4,302.0647938
30550,1.4,302.0713824
30560,1.4,302.0779708
30570,1.4,302.084559
30580,1.4,302.0911471
30590,1.4,302.097735
30600,1.4,302.1043228
30610,1.4,302.1109104
30620,1.4,302.1174978
30630,1.4,302.1240851
30640,1.4,302.1306722
30650,1.4,302.1372591
30660,1.4,302.1438459
30670,1.4,302.1504325
30680,1.4,302.1570189
30690,1.4,302.1636052
30700,1.4,302.1701913
30710,1.4,302.1767773
30720,1.4,302.1833631
30730,1.4,302.1899487
30740,1.4,302.1965341
30750,1.4,302.2031194
30760,1.4,302.2097046
30770,1.4,302.2162895
30780,1.4,302.2228743
30790,1.4,302.229459
30800,1.4,302.2360434
30810,1.4,302.2426278
30820,1.4,302.2492119
30830,1.4,302.2557959
30840,1.4,302.2623797
30850,1.4,302.2689634
30860,1.4,302.2755468
30870,1.4,302.2821302
30880,1.4,302.2887133
30890,1.4,302.2952963
30900,1.4,302.3018792
30910,1.4,302.3084618
30920,1.4,302.3150443
30930,1.4,302.3216267
30940,1.4,302.3282089
30950,1.4,302.3347909
30960,1.4,302.3413727
30970,1.4,302.3479544
30980,1.4,302.3545359
30990,1.4,302.3611173
31000,1.4,302.3676985
31010,1.4,302.3742795
31020,1.4,302.3808604
31030,1.4,302.3874411
31040,1.4,302.3940216
31050,1.4,302.400602
31060,1.4,302.4071822
31070,1.4,302.4137622
31080,1.4,302.4203421
31090,1.4,302.4269219
31100,1.4,302.4335014
31110,1.4,302.4400808
31120,1.4,302.44666
31130,1.4,302.4532391
31140,1.4,302.459818
31150,1.4,302.4663967
31160,1.4,302.4729753
31170,1.4,302.4795537
31180,1.4,302.486132
31190,1.4,302.49271
31200,1.4,302.499288
31210,1.4,302.5058657
31220,1.4,302.5124433
31230,1.4,302.5190207
31240,1.4,302.525598
31250,1.4,302.5321751
31260,1.4,302.538752
31270,1.4,302.5453288
31280,1.4,302.5519054
31290,1.4,302.5584819
31300,1.4,302.5650582
31310,1.4,302.5716343
31320,1.4,302.5782102
31330,1.4,302.584786
31340,1.4,302.5913617
31350,1.4,302.5979371
31360,1.4,302.6045124
31370,1.4,302.6110876
31380,1.4,302.6176625
31390,1.4,302.6242374
31400,1.4,302.630812
31410,1.4,302.6373865
31420,1.4,302.6439608
31430,1.4,302.650535
31440,1.4,302.657109
31450,1.4,302.6636828
31460,1.4,302.6702565
31470,1.4,302.67683
31480,1.4,302.6834033
31490,1.4,302.6899765
31500,1.4,302.6965495
31510,1.4,302.7031224
31520,1.4,302.709695
31530,1.4,302.7162676
31540,1.4,302.7228399
31550,1.4,302.7294121
31560,1.4,302.7359842
31570,1.4,302.742556
31580,1.4,302.7491277
31590,1.4,302.7556993
31600,1.4,302.7622707
31610,1.4,302.7688419
31620,1.4,302.775413
31630,1.4,302.7819838
31640,1.4,302.7885546
31650,1.4,302.7951251
31660,1.4,302.8016955
31670,1.4,302.8082658
31680,1.4,302.8148359
31690,1.4,302.8214058
31700,1.4,302.8279755
31710,1.4,302.8345451
31720,1.4,302.8411145
31730,1.4,302.8476838
31740,1.4,302.8542529
31750,1.4,302.8608218
31760,1.4,302.8673906
31770,1.4,302.8739592
31780,1.4,302.8805277
31790,1.4,302.887096
31800,1.4,302.8936641
31810,1.4,302.900232
31820,1.4,302.9067998
31830,1.4,302.9133675
31840,1.4,302.9199349
31850,1.4,302.9265022
31860,1.4,302.9330694
31870,1.4,302.9396364
31880,1.4,302.9462032
31890,1.4,302.9527698
31900,1.4,302.9593363
31910,1.4,302.9659026
31920,1.4,302.9724688
31930,1.4,302.9790348
31940,1.4,302.9856007
31950,1.4,302.9921663
31960,1.4,302.9987318
31970,1.4,303.0052972
31980,1.4,303.0118624
31990,1.4,303.0184274
32000,1.4,303.0249923
32010,1.4,303.031557
32020,1.4,303.0381215
32030,1.4,303.0446859
32040,1.4,303.0512501
32050,1.4,303.0578141
32060,1.4,303.064378
32070,1.4,303.0709418
32080,1.4,303.0775053
32090,1.4,303.0840687
32100,1.4,303.0906319
32110,1.4,303.097195
32120,1.4,303.1037579
32130,1.4,303.1103207
32140,1.4,303.1168833
32150,1.4,303.1234457
32160,1.4,303.1300079
32170,1.4,303.1461335
32180,1.4,303.164506
32190,1.4,303.1828773
32200,1.4,303.2012474
32210,1.4,303.2196164
32220,1.4,303.2379842
32230,1.4,303.2563508
32240,1.4,303.2747163
32250,1.4,303.2930806
32260,1.4,303.3114437
32270,1.4,303.3298056
32280,1.4,303.3481664
32290,1.4,303.366526
32300,1.4,303.3848845
32310,1.4,303.4032418
32320,1.4,303.4215979
32330,1.4,303.4399528
32340,1.4,303.4583066
32350,1.4,303.4766592
32360,1.4,303.4950106
32370,1.4,303.5133609
32380,1.4,303.53171
32390,1.4,303.5500579
32400,1.4,303.5684047
32410,1.4,303.5867503
32420,1.4,303.6050947
32430,1.4,303.623438
32440,1.4,303.6417801
32450,1.4,303.6601211
32460,1.4,303.6784608
32470,1.4,303.6967994
32480,1.4,303.7151369
32490,1.4,303.7334732
32500,1.4,303.7518083
32510,1.4,303.7701422
32520,1.4,303.788475
32530,1.4,303.8068067
32540,1.4,303.8251371
32550,1.4,303.8434664
32560,1.4,303.8617946
32570,1.4,303.8801215
32580,1.4,303.8984473
32590,1.4,303.916772
32600,1.4,303.9350955
32610,1.4,303.9534178
32620,1.4,303.971739
32630,1.4,303.990059
32640,1.4,304.0083778
32650,1.4,304.0266955
32660,1.4,304.045012
32670,1.4,304.0633274
32680,1.4,304.0816416
32690,1.4,304.0999546
32700,1.4,304.1182665
32710,1.4,304.1365772
32720,1.4,304.1548867
32730,1.4,304.1731951
32740,1.4,304.1915024
32750,1.4,304.2098085
32760,1.4,304.2281134
32770,1.4,304.2464171
32780,1.4,304.2647197
32790,1.4,304.2830212
32800,1.4,304.3013215
32810,1.4,304.3196206
32820,1.4,304.3379186
32830,1.4,304.3562154
32840,1.4,304.374511
32850,1.4,304.3928055
32860,1.4,304.4110989
32870,1.4,304.4293911
32880,1.4,304.4476821
32890,1.4,304.465972
32900,1.4,304.4842607
32910,1.4,304.5025483
32920,1.4,304.5208347
32930,1.4,304.5391199
32940,1.4,304.557404
32950,1.4,304.575687
32960,1.4,304.5939687
32970,1.4,304.6122494
32980,1.4,304.6305289
32990,1.4,304.6488072
33000,1.4,304.6670844
33010,1.4,304.6853604
33020,1.4,304.7036352
33030,1.4,304.7219089
33040,1.4,304.7401815
33050,1.4,304.7584529
33060,1.4,304.7767232
33070,1.4,304.7949923
33080,1.4,304.8132602
33090,1.4,304.831527
33100,1.4,304.8497927
33110,1.4,304.8680571
33120,1.4,304.8863205
33130,1.4,304.9045827
33140,1.4,304.9228437
33150,1.4,304.9411036
33160,1.4,304.9593623
33170,1.4,304.9776199
33180,1.4,304.9958764
33190,1.4,305.0141317
33200,1.4,305.0323858
33210,1.4,305.0506388
33220,1.4,305.0688906
33230,1.4,305.0871413
33240,1.4,305.1053909
33250,1.4,305.1236393
33260,1.4,305.1418865
33270,1.4,305.1601326
33280,1.4,305.1783775
33290,1.4,305.1966213
33300,1.4,305.214864
33310,1.4,305.2331055
33320,1.4,305.2513459
33330,1.4,305.2695851
33340,1.4,305.2878231
33350,1.4,305.3060601
33360,1.4,305.3242958
33370,1.4,305.3425305
33380,1.4,305.3607639
33390,1.4,305.3789963
33400,1.4,305.3972275
33410,1.4,305.4154575
33420,1.4,305.4336864
33430,1.4,305.4519142
33440,1.4,305.4701408
33450,1.4,305.4883662
33460,1.4,305.5065906
33470,1.4,305.5248137
33480,1.4,305.5430358
33490,1.4,305.5612567
33500,1.4,305.5794764
33510,1.4,305.597695
33520,1.4,305.6159125
33530,1.4,305.6341288
33540,1.4,305.6523439
33550,1.4,305.670558
33560,1.4,305.6887709
33570,1.4,305.7069826
33580,1.4,305.7251932
33590,1.4,305.7434027
33600,1.4,305.761611
33610,1.4,305.7798182
33620,1.4,305.7980242
33630,1.4,305.8162291
33640,1.4,305.8344329
33650,1.4,305.8526355
33660,1.4,305.870837
33670,1.4,305.8890373
33680,1.4,305.9072365
33690,1.4,305.9254346
33700,1.4,305.9436315
33710,1.4,305.9618273
33720,1.4,305.9800219
33730,1.4,305.9982154
33740,1.4,306.0164078
33750,1.4,306.034599
33760,1.4,306.0527891
33770,1.4,306.070978
33780,1.4,306.0891658
33790,1.4,306.1073525
33800,1.4,306.125538
33810,1.4,306.1437224
33820,1.4,306.1619057
33830,1.4,306.1800878
33840,1.4,306.1982688
33850,1.4,306.2164487
33860,1.4,306.2346274
33870,1.4,306.252805
33880,1.4,306.2709814
33890,1.4,306.2891567
33900,1.4,306.3073309
33910,1.4,306.3255039
33920,1.4,306.3436758
33930,1.4,306.3618466
33940,1.4,306.3800162
33950,1.4,306.3981847
33960,1.4,306.4163521
33970,1.4,306.4345183
33980,1.4,306.4526834
33990,1.4,306.4708474
34000,1.4,306.4890102
34010,1.4,306.5071719
34020,1.4,306.5253325
34030,1.4,306.5434919
34040,1.4,306.5616502
34050,1.4,306.5798074
34060,1.4,306.5979634
34070,1.4,306.6161183
34080,1.4,306.6342721
34090,1.4,306.6524247
34100,1.4,306.6705762
34110,1.4,306.6887266
34120,1.4,306.7068758
34130,1.4,306.725024
34140,1.4,306.7431709
34150,1.4,306.7613168
34160,1.4,306.7794615
34170,1.4,306.7976051
34180,1.4,306.8157476
34190,1.4,306.8338889
34200,1.4,306.8520291
34210,1.4,306.8701682
34220,1.4,306.8883062
34230,1.4,306.906443
34240,1.4,306.9245787
34250,1.4,306.9427132
34260,1.4,306.9608467
34270,1.4,306.978979
34280,1.4,306.9971102
34290,1.4,307.0152402
34300,1.4,307.0333691
34310,1.4,307.0514969
34320,1.4,307.0696236
34330,1.4,307.0877491
34340,1.4,307.1058736
34350,1.4,307.1239968
34360,1.4,307.142119
34370,1.4,307.16024
34380,1.4,307.17836
34390,1.4,307.1964788
34400,1.4,307.2145964
34410,1.4,307.232713
34420,1.4,307.2508284
34430,1.4,307.2689427
34440,1.4,307.2870558
34450,1.4,307.3051679
34460,1.4,307.3232788
34470,1.4,307.3413886
34480,1.4,307.3594972
34490,1.4,307.3776048
34500,1.4,307.3957112
34510,1.4,307.4138165
34520,1.4,307.4319207
34530,1.4,307.4500237
34540,1.4,307.4681256
34550,1.4,307.4862264
34560,1.4,307.5043261
34570,1.4,307.5224247
34580,1.4,307.5405221
34590,1.4,307.5586185
34600,1.4,307.5767137
34610,1.4,307.5948077
34620,1.4,307.6129007
34630,1.4,307.6309925
34640,1.4,307.6490832
34650,1.4,307.6671728
34660,1.4,307.6852613
34670,1.4,307.7033487
34680,1.4,307.7214349
34690,1.4,307.73952
34700,1.4,307.757604
34710,1.4,307.7756869
34720,1.4,307.7937686
34730,1.4,307.8118493
34740,1.4,307.8299288
34750,1.4,307.8480072
34760,1.4,307.8660845
34770,1.4,307.8841607
34780,1.4,307.9022357
34790,1.4,307.9203096
34800,1.4,307.9383824
34810,1.4,307.9564541
34820,1.4,307.9745247
34830,1.4,307.9925942
34840,1.4,308.0106625
34850,1.4,308.0287298
34860,1.4,308.0467959
34870,1.4,308.0648609
34880,1.4,308.0829248
34890,1.4,308.1009875
34900,1.4,308.1190492
34910,1.4,308.1371097
34920,1.4,308.1551691
34930,1.4,308.1732274
34940,1.4,308.1912846
34950,1.4,308.2093407
34960,1.4,308.2273957
34970,1.4,308.2454495
34980,1.4,308.2635022
34990,1.4,308.2815539
35000,1.4,308.2996044
35010,1.4,308.3176538
35020,1.4,308.335702
35030,1.4,308.3537492
35040,1.4,308.3717953
35050,1.4,308.3898402
35060,1.4,308.407884
35070,1.4,308.4259268
35080,1.4,308.4439684
35090,1.4,308.4620089
35100,1.4,308.4800482
35110,1.4,308.4980865
35120,1.4,308.5161237
35130,1.4,308.5341597
35140,1.4,308.5521947
35150,1.4,308.5702285
35160,1.4,308.5882612
35170,1.4,308.6062928
35180,1.4,308.6243233
35190,1.4,308.6423527
35200,1.4,308.660381
35210,1.4,308.6784082
35220,1.4,308.6964342
35230,1.4,308.7144592
35240,1.4,308.732483
35250,1.4,308.7505058
35260,1.4,308.7685274
35270,1.4,308.7865479
35280,1.4,308.8045673
35290,1.4,308.8225856
35300,1.4,308.8406028
35310,1.4,308.8586189
35320,1.4,308.8766339
35330,1.4,308.8946478
35340,1.4,308.9126605
35350,1.4,308.9306722
35360,1.4,308.9486827
35370,1.4,308.9666922
35380,1.4,308.9847005
35390,1.4,309.0027078
35400,1.4,309.0207139
35410,1.4,309.0387189
35420,1.4,309.0567228
35430,1.4,309.0747256
35440,1.4,309.0927273
35450,1.4,309.110728
35460,1.4,309.1287275
35470,1.4,309.1467258
35480,1.4,309.1647231
35490,1.4,309.1827193
35500,1.4,309.2007144
35510,1.4,309.2187084
35520,1.4,309.2367013
35530,1.4,309.254693
35540,1.4,309.2726837
35550,1.4,309.2906733
35560,1.4,309.3086617
35570,1.4,309.3266491
35580,1.4,309.3446354
35590,1.4,309.3626205
35600,1.4,309.3806046
35610,1.4,309.3985875
35620,1.4,309.4165694
35630,1.4,309.4345501
35640,1.4,309.4525298
35650,1.4,309.4705084
35660,1.4,309.4884858
35670,1.4,309.5064622
35680,1.4,309.5244374
35690,1.4,309.5424116
35700,1.4,309.5603846
35710,1.4,309.5783565
35720,1.4,309.5963274
35730,1.4,309.6142972
35740,1.4,309.6322658
35750,1.4,309.6502334
35760,1.4,309.6681998
35770,1.4,309.6861652
35780,1.4,309.7041294
35790,1.4,309.7220926
35800,1.4,309.7400546
35810,1.4,309.7580156
35820,1.4,309.7759755
35830,1.4,309.7939342
35840,1.4,309.8118919
35850,1.4,309.8298485
35860,1.4,309.847804
35870,1.4,309.8657584
35880,1.4,309.8837116
35890,1.4,309.9016638
35900,1.4,309.9196149
35910,1.4,309.9375649
35920,1.4,309.9555138
35930,1.4,309.9734616
35940,1.4,309.9914083
35950,1.4,310.0093539
35960,1.4,310.0272985
35970,1.4,310.0452419
35980,1.4,310.0631842
35990,1.4,310.0811255
36000,1.4,310.0990656
36010,1.4,310.1170046
36020,1.4,310.1349426
36030,1.4,310.1528795
36040,1.4,310.1708152
36050,1.4,310.1887499
36060,1.4,310.2066835
36070,1.4,310.224616
36080,1.4,310.2425474
36090,1.4,310.2604777
36100,1.4,310.2784069
36110,1.4,310.296335
36120,1.4,310.314262
36130,1.4,310.332188
36140,1.4,310.3501128
36150,1.4,310.3680366
36160,1.4,310.3859592
36170,1.4,310.4038808
36180,1.4,310.4218013
36190,1.4,310.4397207
36200,1.4,310.457639
36210,1.4,310.4755562
36220,1.4,310.4934723
36230,1.4,310.5113873
36240,1.4,310.5293013
36250,1.4,310.5472141
36260,1.4,310.5651259
36270,1.4,310.5830366
36280,1.4,310.6009461
36290,1.4,310.6188546
36300,1.4,310.636762
36310,1.4,310.6546684
36320,1.4,310.6725736
36330,1.4,310.6904777
36340,1.4,310.7083808
36350,1.4,310.7262828
36360,1.4,310.7441836
36370,1.4,310.7620834
36380,1.4,310.7799821
36390,1.4,310.7978798
36400,1.4,310.8157763
36410,1.4,310.8336717
36420,1.4,310.8515661
36430,1.4,310.8694594
36440,1.4,310.8873515
36450,1.4,310.9052427
36460,1.4,310.9231327
36470,1.4,310.9410216
36480,1.4,310.9589094
36490,1.4,310.9767962
36500,1.4,310.9946819
36510,1.4,311.0125665
36520,1.4,311.03045
36530,1.4,311.0483324
36540,1.4,311.0662137
36550,1.4,311.084094
36560,1.4,311.1019732
36570,1.4,311.1198513
36580,1.4,311.1377283
36590,1.4,311.1556042
36600,1.4,311.173479
36610,1.4,311.1913528
36620,1.4,311.2092255
36630,1.4,311.2270971
36640,1.4,311.2449676
36650,1.4,311.262837
36660,1.4,311.2807053
36670,1.4,311.2985726
36680,1.4,311.3164388
36690,1.4,311.3343039
36700,1.4,311.3521679
36710,1.4,311.3700309
36720,1.4,311.3878927
36730,1.4,311.4057535
36740,1.4,311.4236132
36750,1.4,311.4414718
36760,1.4,311.4593294
36770,1.4,311.4771858
36780,1.4,311.4950412
36790,1.4,311.5128955
36800,1.4,311.5307487
36810,1.4,311.5486009
36820,1.4,311.5664519
36830,1.4,311.5843019
36840,1.4,311.6021508
36850,1.4,311.6199987
36860,1.4,311.6378454
36870,1.4,311.6556911
36880,1.4,311.6735357
36890,1.4,311.6913792
36900,1.4,311.7092216
36910,1.4,311.727063
36920,1.4,311.7449033
36930,1.4,311.7627425
36940,1.4,311.7805806
36950,1.4,311.7984177
36960,1.4,311.8162537
36970,1.4,311.8340886
36980,1.4,311.8519224
36990,1.4,311.8697552
37000,1.4,311.8875869
37010,1.4,311.9054175
37020,1.4,311.923247
37030,1.4,311.9410754
37040,1.4,311.9589028
37050,1.4,311.9767291
37060,1.4,311.9945544
37070,1.4,312.0123785
37080,1.4,312.0302016
37090,1.4,312.0480236
37100,1.4,312.0658445
37110,1.4,312.0836644
37120,1.4,312.1014832
37130,1.4,312.1193009
37140,1.4,312.1371176
37150,1.4,312.1549331
37160,1.4,312.1727476
37170,1.4,312.190561
37180,1.4,312.2083734
37190,1.4,312.2261847
37200,1.4,312.2439949
37210,1.4,312.261804
37220,1.4,312.2796121
37230,1.4,312.2974191
37240,1.4,312.315225
37250,1.4,312.3330299
37260,1.4,312.3508337
37270,1.4,312.3686364
37280,1.4,312.386438
37290,1.4,312.4042386
37300,1.4,312.4220381
37310,1.4,312.4398365
37320,1.4,312.4576339
37330,1.4,312.4754302
37340,1.4,312.4932254
37350,1.4,312.5110196
37360,1.4,312.5288127
37370,1.4,312.5466047
37380,1.4,312.5643956
37390,1.4,312.5821855
37400,1.4,312.5999743
37410,1.4,312.6177621
37420,1.4,312.6355487
37430,1.4,312.6533344
37440,1.4,312.6711189
37450,1.4,312.6889024
37460,1.4,312.7066848
37470,1.4,312.7244661
37480,1.4,312.7422464
37490,1.4,312.7600256
37500,1.4,312.7778038
37510,1.4,312.7955808
37520,1.4,312.8133569
37530,1.4,312.8311318
37540,1.4,312.8489057
37550,1.4,312.8666785
37560,1.4,312.8844502
37570,1.4,312.9022209
37580,1.4,312.9199906
37590,1.4,312.9377591
37600,1.4,312.9555266
37610,1.4,312.973293
37620,1.4,312.9910584
37630,1.4,313.0088227
37640,1.4,313.0265859
37650,1.4,313.0443481
37660,1.4,313.0621092
37670,1.4,313.0798693
37680,1.4,313.0976282
37690,1.4,313.1153862
37700,1.4,313.133143
37710,1.4,313.1508988
37720,1.4,313.1686535
37730,1.4,313.1864072
37740,1.4,313.2041598
37750,1.4,313.2219114
37760,1.4,313.2396619
37770,1.4,313.2574113
37780,1.4,313.2751596
37790,1.4,313.2929069
37800,1.4,313.3106532
37810,1.4,313.3283984
37820,1.4,313.3461425
37830,1.4,313.3638855
37840,1.4,313.3816275
37850,1.4,313.3993685
37860,1.4,313.4171084
37870,1.4,313.4348472
37880,1.4,313.452585
37890,1.4,313.4703217
37900,1.4,313.4880573
37910,1.4,313.5057919
37920,1.4,313.5235254
37930,1.4,313.5412579
37940,1.4,313.5589893
37950,1.4,313.5767196
37960,1.4,313.5944489
37970,1.4,313.6121772
37980,1.4,313.6299043
37990,1.4,313.6476305
38000,1.4,313.6653555
38010,1.4,313.6830795
38020,1.4,313.7008025
38030,1.4,313.7185244
38040,1.4,313.7362452
38050,1.4,313.753965
38060,1.4,313.7716837
38070,1.4,313.7894014
38080,1.4,313.807118
38090,1.4,313.8248336
38100,1.4,313.8425481
38110,1.4,313.8602615
38120,1.4,313.8779739
38130,1.4,313.8956852
38140,1.4,313.9133955
38150,1.4,313.9311047
38160,1.4,313.9488129
38170,1.4,313.96652
38180,1.4,313.9842261
38190,1.4,314.0019311
38200,1.4,314.0196351
38210,1.4,314.037338
38220,1.4,314.0550398
38230,1.4,314.0727406
38240,1.4,314.0904404
38250,1.4,314.1081391
38260,1.4,314.1258367
38270,1.4,314.1435333
38280,1.4,314.1612288
38290,1.4,314.1789233
38300,1.4,314.1966167
38310,1.4,314.2143091
38320,1.4,314.2320004
38330,1.4,314.2496907
38340,1.4,314.2673799
38350,1.4,314.2850681
38360,1.4,314.3027552
38370,1.4,314.3204413
38380,1.4,314.3381263
38390,1.4,314.3558103
38400,1.4,314.3734932
38410,1.4,314.3911751
38420,1.4,314.4088559
38430,1.4,314.4265357
38440,1.4,314.4442144
38450,1.4,314.4618921
38460,1.4,314.4795687
38470,1.4,314.4972443
38480,1.4,314.5149188
38490,1.4,314.5325923
38500,1.4,314.5502647
38510,1.4,314.5679361
38520,1.4,314.5856065
38530,1.4,314.6032758
38540,1.4,314.620944
38550,1.4,314.6386112
38560,1.4,314.6562773
38570,1.4,314.6739424
38580,1.4,314.6916065
38590,1.4,314.7092695
38600,1.4,314.7269314
38610,1.4,314.7445924
38620,1.4,314.7622522
38630,1.4,314.779911
38640,1.4,314.7975688
38650,1.4,314.8152256
38660,1.4,314.8328812
38670,1.4,314.8505359
38680,1.4,314.8681895
38690,1.4,314.885842
38700,1.4,314.9034935
38710,1.4,314.921144
38720,1.4,314.9387934
38730,1.4,314.9564418
38740,1.4,314.9740891
38750,1.4,314.9917354
38760,1.4,315.0093806
38770,1.4,315.0270248
38780,1.4,315.044668
38790,1.4,315.0623101
38800,1.4,315.0799511
38810,1.4,315.0975912
38820,1.4,315.1152301
38830,1.4,315.1328681
38840,1.4,315.150505
38850,1.4,315.1681408
38860,1.4,315.1857756
38870,1.4,315.2034094
38880,1.4,315.2210421
38890,1.4,315.2386738
38900,1.4,315.2563045
38910,1.4,315.2739341
38920,1.4,315.2915626
38930,1.4,315.3091902
38940,1.4,315.3268166
38950,1.4,315.3444421
