Time,u_F_1,u_F_2,u_F_3,u_tau_1,u_tau_2,u_tau_3
65.0847457627119,-1.87789681957487e-09,2.53163551543634e-10,2.56051641356674e-09,0.199998550779989,-0.199999968365233,0.199999541267951
67.1186440677966,-1.92788394202154e-09,3.70746231715553e-10,3.4313471765233e-09,0.199997521557447,-0.199999968264309,0.199998972511679
69.1525423728814,-1.90942734218622e-09,4.78008686880819e-10,4.414275108603e-09,0.199994228074982,-0.199999967994049,1.3373563378103e-06
71.1864406779661,-1.820995277443e-09,5.73766069061631e-10,5.54801533935085e-09,0.199965208699761,-0.199999967780657,-0.121983058114102
73.2203389830509,-1.66293026006496e-09,6.58043394613515e-10,6.88842488004618e-09,0.040602402216441,-0.199999967748506,-0.199999165900916
75.2542372881356,-1.43686432284413e-09,7.31408830876822e-10,8.51640831510995e-09,0.19998642172535,-0.199999967581014,-0.199999601490155
77.2881355932203,-1.14532058539998e-09,7.93810737573997e-10,1.05553545626049e-08,0.199996890203249,-0.199999967342749,-0.199999749958624
79.3220338983051,-7.90670477021657e-10,8.4182475395267e-10,1.32045230195254e-08,0.199998757062926,-0.19999996711986,-0.199999825695329
81.3559322033898,-3.71548277254594e-10,8.72946562122635e-10,1.68031597799779e-08,0.199999333522864,-0.199999967017051,-0.199999871155248
83.3898305084746,1.08634290448948e-10,8.87199662400378e-10,2.19748814585022e-08,0.199999568672636,-0.199999967226542,-0.199999900574734
85.4237288135593,6.54419536751744e-10,8.89832137902442e-10,2.99868661692899e-08,0.199999676229679,-0.199999968262349,-0.19999992058925
87.4576271186441,1.27732393803573e-09,8.81681261644386e-10,4.38639343844079e-08,0.199999728355244,-0.199999971739023,-0.199999934403694
89.4915254237288,1.995330227774e-09,8.61553267490761e-10,7.28755455272745e-08,0.199999748784154,-0.199999983962611,-0.199999943919396
91.5254237288136,2.83862717380334e-09,8.27600286567036e-10,1.64169754723647e-07,0.199999743154307,-0.200000044496571,-0.199999950275261
93.5593220338983,3.8569037392626e-09,7.77290392572199e-10,2.87805596138694,0.199999702727967,-3.07805576948727,-0.199999954040775
95.593220338983,5.24056557368885e-09,7.46572913031093e-10,4.53683939465242,0.199999700223878,-4.73683884046858,-0.199999955511161
97.6271186440678,7.65611807797552e-09,8.6708016628119e-10,3.39997084380476,3.59996805932204,2.2668506423811e-06,-0.199999955661022
99.6610169491525,1.15417510981699e-08,1.10064601995617e-09,37.8500520544713,0.302448079176011,3.80177185439088,-0.199999955856401
101.694915254237,1.87884579842903e-08,1.2936669609385e-09,3.30726583149373,-3.50383606570092,0.203423710325571,-0.19999995495004
103.728813559322,3.78748214720586e-08,1.29375490973639e-09,1.79485957420186e-06,-0.200001104541363,3.66161793329331e-05,-0.199999954780151
105.762711864407,5.68307144176618,1.07073413420017e-09,3.0835800801493e-07,-0.199999942513454,-1.76355263526461e-06,-5.88307129040752
107.796610169492,15.977907722177,5.72108641825266e-10,7.61318110072546,-7.81318077911643,16.177906895041,-0.19999983970542
109.830508474576,4.04426108247322,-1.08023672114445e-09,58.8764784126671,-22.1999996438389,-7.32352103355694,4.2442608943434
111.864406779661,5.36853951284981,-3.62243792425016e-09,79.9893330134448,-0.199999073529613,-8.21066666041842,5.56853936696842
113.898305084746,1.56581666008636e-07,-6.44804276733901e-09,84.9329125015456,0.955531855098914,-2.51155537765418,0.199999994269708
115.932203389831,2.54941711881266e-07,-1.07459295177508e-08,72.1284297503032,6.14925452470551,-10.1223153290767,0.200000059267378
117.966101694915,70.6172954330344,-3.05770532047411,36.6515385226123,25.2577052528116,25.0707519008441,0.00573765748740646
