q_1,q_2,q_3,q_4,u_RCS_1,u_RCS_2,u_RCS_3,u_RCS_4,u_RCS_5,u_RCS_6,u_RCS_7,u_RCS_8,u_RCS_9,u_RCS_10,u_RCS_11,u_RCS_12
0,-0.451314907752657,0.847854118160974,0.278313219875896,3.45421197027147e-08,3.45421197027147e-08,3.45421197027147e-08,3.45421197027147e-08,-1.45088343449704e-08,-1.45088343449704e-08,-1.45088343449704e-08,-1.45088343449704e-08,-5.68910005060394e-08,-5.68910005060394e-08,-5.68910005060394e-08,-5.68910005060394e-08
0,-0.433329256026111,0.838525558067876,0.330303866672516,1.11548886349725e-07,1.11548886349725e-07,1.11548886349725e-07,1.11548886349725e-07,-4.74867142897204e-08,-4.74867142897204e-08,-4.74867142897204e-08,-4.74867142897204e-08,-1.53653327590015e-07,-1.53653327590015e-07,-1.53653327590015e-07,-1.53653327590015e-07
0,-0.418497468692664,0.826807027709066,0.375832419608436,0.00679227482630452,0.00679227482630452,0.00679227482630452,0.00679227482630452,-0.00286907515541807,-0.00286907515541807,-0.00286907515541807,-0.00286907515541807,-0.00795319097325933,-0.00795319097325933,-0.00795319097325933,-0.00795319097325933
0,-0.407095757876976,0.813625987427965,0.41507324233253,0.00652905832734264,0.00652905832734264,0.00652905832734264,0.00652905832734264,-0.00272161883597416,-0.00272161883597416,-0.00272161883597416,-0.00272161883597416,-0.00659924079360797,-0.00659924079360797,-0.00659924079360797,-0.00659924079360797
0,-0.39906257483589,0.799735071355037,0.448522994962469,1.26133535736469e-07,1.26133535736469e-07,1.26133535736469e-07,1.26133535736469e-07,-5.20686010491415e-08,-5.20686010491415e-08,-5.20686010491415e-08,-5.20686010491415e-08,-1.11573596021657e-07,-1.11573596021657e-07,-1.11573596021657e-07,-1.11573596021657e-07
0,-0.392399890701634,0.786090214205586,0.477581931094091,4.31004334335003e-08,4.31004334335003e-08,4.31004334335003e-08,4.31004334335003e-08,-1.78002387107039e-08,-1.78002387107039e-08,-1.78002387107039e-08,-1.78002387107039e-08,-3.35471073423581e-08,-3.35471073423581e-08,-3.35471073423581e-08,-3.35471073423581e-08
0,-0.386025095890244,0.773074938109103,0.503328685264942,2.21166885350133e-08,2.21166885350133e-08,2.21166885350133e-08,2.21166885350133e-08,-9.23471639242105e-09,-9.23471639242105e-09,-9.23471639242105e-09,-9.23471639242105e-09,-1.51335207191025e-08,-1.51335207191025e-08,-1.51335207191025e-08,-1.51335207191025e-08
0,-0.379946206854031,0.760694480608626,0.526293441977768,1.36439112029443e-08,1.36439112029443e-08,1.36439112029443e-08,1.36439112029443e-08,-5.80965543454161e-09,-5.80965543454161e-09,-5.80965543454161e-09,-5.80965543454161e-09,-8.17746798423235e-09,-8.17746798423235e-09,-8.17746798423235e-09,-8.17746798423235e-09
0,-0.374152344903248,0.74891975763875,0.546927069563865,9.37173320369932e-09,9.37173320369932e-09,9.37173320369932e-09,9.37173320369932e-09,-4.09809439620489e-09,-4.09809439620489e-09,-4.09809439620489e-09,-4.09809439620489e-09,-4.88684585798099e-09,-4.88684585798099e-09,-4.88684585798099e-09,-4.88684585798099e-09
0,-0.368622033175808,0.737702690970011,0.565608112028936,6.91494508413017e-09,6.91494508413017e-09,6.91494508413017e-09,6.91494508413017e-09,-3.1228916299434e-09,-3.1228916299434e-09,-3.1228916299434e-09,-3.1228916299434e-09,-3.10410883036006e-09,-3.10410883036006e-09,-3.10410883036006e-09,-3.10410883036006e-09
0,-0.363328394859428,0.726985842861404,0.582652608136242,5.37469430801056e-09,5.37469430801056e-09,5.37469430801056e-09,5.37469430801056e-09,-2.51833482707846e-09,-2.51833482707846e-09,-2.51833482707846e-09,-2.51833482707846e-09,-2.04467677658587e-09,-2.04467677658587e-09,-2.04467677658587e-09,-2.04467677658587e-09
0,-0.358242279849426,0.716708194561039,0.598324187023508,4.34959301446729e-09,4.34959301446729e-09,4.34959301446729e-09,4.34959301446729e-09,-2.12236783207751e-09,-2.12236783207751e-09,-2.12236783207751e-09,-2.12236783207751e-09,-1.37012632472384e-09,-1.37012632472384e-09,-1.37012632472384e-09,-1.37012632472384e-09
0,-0.353334052614615,0.706808415216868,0.612843300886574,3.63827447727099e-09,3.63827447727099e-09,3.63827447727099e-09,3.63827447727099e-09,-1.85450192988832e-09,-1.85450192988832e-09,-1.85450192988832e-09,-1.85450192988832e-09,-9.16010363768716e-10,-9.16010363768716e-10,-9.16010363768716e-10,-9.16010363768716e-10
0,-0.348574533932061,0.697226540943386,0.626395198655104,3.13095195698782e-09,3.13095195698782e-09,3.13095195698782e-09,3.13095195698782e-09,-1.67154827495614e-09,-1.67154827495614e-09,-1.67154827495614e-09,-1.67154827495614e-09,-5.94899899480548e-10,-5.94899899480548e-10,-5.94899899480548e-10,-5.94899899480548e-10
0,-0.343935416147652,0.687904665684979,0.639136605467234,2.76418623969242e-09,2.76418623969242e-09,2.76418623969242e-09,2.76418623969242e-09,-1.54931086459329e-09,-1.54931086459329e-09,-1.54931086459329e-09,-1.54931086459329e-09,-3.56746128702255e-10,-3.56746128702255e-10,-3.56746128702255e-10,-3.56746128702255e-10
0,-0.33938935407731,0.678787025605871,0.651201228659868,2.50012053514463e-09,2.50012053514463e-09,2.50012053514463e-09,2.50012053514463e-09,-1.47434465857562e-09,-1.47434465857562e-09,-1.47434465857562e-09,-1.47434465857562e-09,-1.70845957765805e-10,-1.70845957765805e-10,-1.70845957765805e-10,-1.70845957765805e-10
0,-0.334909856328047,0.669819712656095,0.662704263357068,0,0,0,0,0,0,0,0,0,0,0,0
