drift_r
0.0282842712474619
-0.0565685424949238
-0.014142135623731
0.0264433665937562
-0.0600252516037445
-0.0150061365933735
0.0244978568085811
-0.0632420843830547
-0.0158097937603465
0.0224556742460771
-0.0662062010568659
-0.0165498634024036
0.0203251431279786
-0.0689057839873707
-0.0172233564797967
0.0181149102346467
-0.0713301983223802
-0.0178275788131626
0.0158339449050694
-0.0734699919953236
-0.0183601310835233
0.0134914770626341
-0.0753168970855121
-0.0188189095654579
0.011097073827627
-0.0768636662906743
-0.0192020644827253
0.00866051973454004
-0.0781042706385681
-0.0195080500262545
0.00619168929277903
-0.0790340212602691
-0.0197356556414406
0.00370054698666364
-0.0796495693901714
-0.019884006028144
0.00119714339270975
-0.0799489046361905
-0.0199525607630714
-0.00130847068140601
-0.0799312303310698
-0.0199410843807557
-0.00380607521320775
-0.0795969210645233
-0.0198496330103674
-0.00628552716363796
-0.0789476580474145
-0.0196785910602277
-0.00873686243663742
-0.0779864278092322
-0.019428672261947
-0.0111502958791452
-0.0767175221980909
-0.0191009196704242
-0.0135162212810985
-0.0751465383807305
-0.018696705663847
-0.0158252527450944
-0.0732802351091649
-0.0182176967761468
-0.0180681194280868
-0.0711264570034612
-0.0176658325348741
-0.0202357874578835
-0.068694272796373
-0.0170433614455855
-0.0223196389382825
-0.0659938046559255
-0.0163528014288645
-0.024311472699931
-0.0630362269550364
-0.0155969395263605
-0.0262035043003251
-0.059833766271516
-0.0147788319007896
-0.0279883738787999
-0.0563996290047814
-0.013901785709174
-0.0296590732271257
-0.0527478228357637
-0.0129693122925009
-0.0312089609703908
-0.0488933954825671
-0.0119851872349216
-0.0326319623468931
-0.0448520701471428
-0.0109533622171753
-0.03392257996254
-0.0406402114933071
-0.00987795664191141
-0.0350758937908484
-0.0362748256467417
-0.00876325763368959
-0.0360875600558062
-0.0317735473134284
-0.00761371671817113
-0.0369537360535868
-0.0271544398897022
-0.00643389678481011
-0.0376710636070404
-0.0224362501144998
-0.0052285364761954
-0.0382368109326345
-0.0176380216560278
-0.00400245482689909
-0.0386488852709425
-0.0127789573458346
-0.00276051636121449
-0.0389058328866442
-0.00787841917881012
-0.00150763109315604
-0.0390068378436532
-0.00295592448473258
-0.000248753511802195
-0.038951638344252
