Time,r_1,r_2,r_3
1362.16216216216,-0.0323514293561329,0.0470482738733083,0.0117620684683271
1369.36936936937,-0.0321745163753198,0.0475310633591801,0.011882765839795
1376.57657657658,-0.0319958022324199,0.0480111920078299,0.0120027980019575
1383.78378378378,-0.0318152969320092,0.0484886329412327,0.0121221582353082
1390.99099099099,-0.0316330105789834,0.0489633594316901,0.0122408398579225
1398.1981981982,-0.0314489533778898,0.0494353449036061,0.0123588362259015
1405.40540540541,-0.031263135632467,0.0499045629346758,0.012476140733669
1412.61261261261,-0.0310755677449501,0.0503709872576792,0.0125927468144198
1419.81981981982,-0.030886260215612,0.0508345917616254,0.0127086479404063
1427.02702702703,-0.0306952236420474,0.0512953504935482,0.0128238376233871
1434.23423423423,-0.0305024687187113,0.0517532376596208,0.0129383094149052
1441.44144144144,-0.0303080062361862,0.0522082276269397,0.0130520569067349
1448.64864864865,-0.0301118470807132,0.0526602949246205,0.0131650737311551
1455.85585585586,-0.0299140022334472,0.053109414245559,0.0132773535613898
1463.06306306306,-0.029714482769977,0.0535555604475199,0.01338889011188
1470.27027027027,-0.0295132998595722,0.0539987085548625,0.0134996771387156
1477.47747747748,-0.029310464764688,0.0544388337596324,0.0136097084399081
1484.68468468468,-0.0291059888402087,0.0548759114232433,0.0137189778558108
1491.89189189189,-0.0288998835329329,0.0553099170775781,0.0138274792693945
1499.0990990991,-0.0286921603808178,0.0557408264266212,0.0139352066066553
1506.30630630631,-0.0284828310124423,0.0561686153475722,0.014042153836893
1513.51351351351,-0.0282719071462523,0.0565932598924263,0.0141483149731066
1520.72072072072,-0.0280594005900033,0.0570147362891011,0.0142536840722753
1527.92792792793,-0.0278453232400063,0.0574330209429661,0.0143582552357415
1535.13513513514,-0.0276296870805492,0.0578480904379785,0.0144620226094946
1542.34234234234,-0.027412504183144,0.0582599215381668,0.0145649803845417
1549.54954954955,-0.0271937867059278,0.0586684911887702,0.0146671227971925
1556.75675675676,-0.0269735468929099,0.0590737765176801,0.01476844412942
1563.96396396396,-0.0267517970733553,0.0594757548365787,0.0148689387091447
1571.17117117117,-0.026528549661028,0.0598744036423437,0.0149686009105859
1578.37837837838,-0.0263038171535605,0.0602697006181791,0.0150674251545448
1585.58558558559,-0.0260776121316912,0.060661623634989,0.0151654059087473
1592.79279279279,-0.0258499472586226,0.0610501507524952,0.0152625376881238
1600,-0.0256208352792495,0.061435260220585,0.0153588150551462
1607.20720720721,-0.0253902890195097,0.0618169304804088,0.0154542326201022
1614.41441441441,-0.0251583213855995,0.0621951401657095,0.0155487850414274
1621.62162162162,-0.0249249453633212,0.0625698681038917,0.0156424670259729
1628.82882882883,-0.0246901740172814,0.0629410933173401,0.015735273329335
1636.03603603604,-0.0244540204902403,0.0633087950244528,0.0158271987561132
1643.24324324324,-0.0242164980022883,0.063672952640955,0.0159182381602387
1650.45045045045,-0.0239776198502016,0.0640335457808903,0.0160083864452226
1657.65765765766,-0.023737399406593,0.0643905542579353,0.0160976385644838
1664.86486486486,-0.0234958501192785,0.0647439580863424,0.0161859895215856
1672.07207207207,-0.0232529855103975,0.0650937374822612,0.0162734343705653
1679.27927927928,-0.0230088191757959,0.0654398728646267,0.0163599682161567
1686.48648648649,-0.022763364784111,0.0657823448564925,0.0164455862141231
1693.69369369369,-0.0225166360761747,0.0661211342858604,0.0165302835714651
1700.9009009009,-0.0222686468640609,0.0664562221870269,0.0166140555467567
1708.10810810811,-0.0220194110305109,0.0667875898013543,0.0166968974503386
1715.31531531532,-0.0217689425279429,0.0671152185786272,0.0167788046446568
1722.52252252252,-0.0215172553778977,0.0674390901777714,0.0168597725444428
1729.72972972973,-0.0212643636700158,0.0677591864682099,0.0169397966170525
1736.93693693694,-0.0210102815614951,0.0680754895305426,0.0170188723826356
1744.14414414414,-0.0207550232760457,0.0683879816578874,0.0170969954144718
1751.35135135135,-0.0204986031033501,0.0686966453565345,0.0171741613391336
1758.55855855856,-0.0202410353980065,0.0690014633472571,0.0172503658368143
1765.76576576577,-0.0199823345789779,0.0693024185659583,0.0173256046414896
1772.97297297297,-0.0197225151285411,0.0695994941649297,0.0173998735412324
1780.18018018018,-0.0194615915917054,0.0698926735135148,0.0174731683783787
1787.38738738739,-0.0191995785751895,0.0701819401992894,0.0175454850498223
1794.59459459459,-0.0189364907467853,0.0704672780287686,0.0176168195071921
1801.8018018018,-0.01867234283439,0.0707486710284799,0.01768716775712
1809.00900900901,-0.0184071496252862,0.0710261034457431,0.0177565258614358
1816.21621621622,-0.0181409259652589,0.0712995597496082,0.017824889937402
1823.42342342342,-0.0178736867577635,0.0715690246317321,0.017892256157933
1830.63063063063,-0.0176054469631538,0.0718344830071616,0.0179586207517904
1837.83783783784,-0.0173362215977179,0.0720959200153192,0.0180239800038298
1845.04504504505,-0.0170660257330279,0.0723533210206299,0.0180883302551575
1852.25225225225,-0.0167948744948477,0.0726066716136006,0.0181516679034001
1859.45945945946,-0.0165227830625816,0.0728559576113252,0.0182139894028313
1866.66666666667,-0.0162497666681003,0.0731011650586027,0.0182752912646507
1873.87387387387,-0.0159758405952192,0.0733422802283943,0.0183355700570986
1881.08108108108,-0.0157010201785254,0.0735792896228956,0.0183948224057239
1888.28828828829,-0.0154253208028062,0.0738121799740245,0.0184530449935061
1895.4954954955,-0.0151487579019458,0.0740409382443836,0.0185102345610959
1902.7027027027,-0.0148713469582459,0.0742655516278281,0.018566387906957
1909.90990990991,-0.0145931035014421,0.0744860075502801,0.01862150188757
1917.11711711712,-0.0143140431078764,0.0747022936704029,0.0186755734176007
1924.32432432432,-0.0140341813996618,0.0749143978802543,0.0187285994700635
1931.53153153153,-0.0137535340436936,0.075122308306065,0.0187805770765162
1938.73873873874,-0.0134721167509588,0.0753260133087472,0.0188315033271868
1945.94594594595,-0.0131899452754079,0.0755255014847473,0.0188813753711868
1953.15315315315,-0.0129070354133692,0.0757207616664511,0.0189301904166128
1960.36036036036,-0.0126234030023396,0.0759117829230588,0.0189779457307647
1967.56756756757,-0.0123390639204323,0.076098554560946,0.0190246386402365
1974.77477477477,-0.0120540340851602,0.0762810661245018,0.0190702665311254
1981.98198198198,-0.0117683294528523,0.0764593073964958,0.0191148268491239
1989.18918918919,-0.0114819660174857,0.0766332683988393,0.0191583170997098
1996.3963963964,-0.0111949598100211,0.0768029393929904,0.0192007348482476
2003.6036036036,-0.0109073268973283,0.0769683108806119,0.0192420777201529
2010.81081081081,-0.0106190833814017,0.0771293736040339,0.0192823434010084
2018.01801801802,-0.0103302453984121,0.0772861185467966,0.0193215296366991
2025.22522522523,-0.010040829117779,0.0774385369341745,0.0193596342335436
2032.43243243243,-0.00975085074136061,0.0775866202336066,0.0193966550584016
2039.63963963964,-0.00946032650238455,0.0777303601552723,0.019432590038818
2046.84684684685,-0.00916927266476171,0.0778697486524261,0.0194674371631065
2054.05405405405,-0.00887770552190312,0.0780047779220006,0.0195011944805001
2061.26126126126,-0.00858564139611718,0.0781354404048769,0.0195338601012192
2068.46846846847,-0.0082930966373655,0.0782617287864787,0.0195654321966196
2075.67567567568,-0.00800008762268363,0.0783836359970144,0.0195959089992536
2082.88288288288,-0.0077066307549356,0.0785011552120306,0.0196252888030076
2090.09009009009,-0.00741274246220567,0.0786142798526511,0.0196535699631627
2097.2972972973,-0.00711843919659787,0.0787230035860692,0.0196807508965173
2104.5045045045,-0.00682373743355693,0.0788273203258006,0.0197068300814501
2111.71171171171,-0.00652865367075153,0.078927224232101,0.0197318060580252
2118.91891891892,-0.00623320442729035,0.0790227097122422,0.0197556774280605
2126.12612612613,-0.0059374062427182,0.0791137714208498,0.0197784428552124
2133.33333333333,-0.00564127567610504,0.079200404260203,0.0198001010650507
2140.54054054054,-0.00534482930516978,0.0792826033804961,0.019820650845124
2147.74774774775,-0.00504808372523662,0.0793603641801548,0.0198400910450387
2154.95495495496,-0.00475105554848288,0.0794336823060313,0.0198584205765078
2162.16216216216,-0.00445376140277745,0.079502553653724,0.019875638413431
2169.36936936937,-0.00415621793102685,0.0795669743677223,0.0198917435919305
2176.57657657658,-0.00385844178993371,0.0796269408417117,0.0199067352104279
2183.78378378378,-0.0035604496493936,0.0796824497186866,0.0199206124296716
2190.99099099099,-0.0032622581912256,0.0797334978912234,0.0199333744728058
2198.1981981982,-0.0029638841085702,0.0797800825015763,0.019945020625394
2205.40540540541,-0.0026653441046378,0.079822200941906,0.0199555502354765
2212.61261261261,-0.0023666548920663,0.0798598508543678,0.0199649627135919
2219.81981981982,-0.00206783319172628,0.0798930301312901,0.0199732575328225
2227.02702702703,-0.00176889573200254,0.0799217369152575,0.0199804342288143
2234.23423423423,-0.00146985924768879,0.079945969599238,0.0199864923998095
2241.44144144144,-0.00117074047916501,0.079965726826661,0.0199914317066652
2248.64864864865,-0.000871556171405194,0.0799810074914952,0.0199952518728738
2255.85585585586,-0.000572323073033295,0.0799918107383166,0.0199979526845791
2263.06306306306,-0.000273057935454804,0.0799981359623444,0.019999533990586
2270.27027027027,2.62224882114553e-05,0.0799999828094905,0.0199999957023726
2277.47747747748,0.000325501443883041,0.0799973511763623,0.0199993377940905
2284.68468468468,0.000624762177691446,0.079990241210285,0.0199975603025712
2291.89189189189,0.000923987936637885,0.0799786533092791,0.0199946633273197
2299.0990990991,0.00122316196984382,0.0799625881220482,0.019990647030512
2306.30630630631,0.00152226752915822,0.0799420465479381,0.0199855116369845
2313.51351351351,0.00182128787043171,0.0799170297368853,0.0199792574342213
2320.72072072072,0.00212020625412202,0.0798875390893594,0.0199718847723398
2327.92792792793,0.00241900594654846,0.0798535762562724,0.0199633940640681
2335.13513513513,0.00271767022053497,0.0798151431389034,0.0199537857847258
2342.34234234234,0.00301618235660791,0.0797722418887719,0.0199430604721929
2349.54954954955,0.0033145256437111,0.0797248749075386,0.0199312187268846
2356.75675675676,0.00361268338031451,0.0796730448468508,0.0199182612117126
2363.96396396396,0.00391063887522989,0.0796167546082111,0.0199041886520527
2371.17117117117,0.004208375448606,0.0795560073428028,0.0198890018357006
2378.37837837838,0.00450587643286308,0.0794908064513185,0.0198727016128296
2385.58558558559,0.00480312517356247,0.0794211555837744,0.0198552888959435
2392.79279279279,0.0051001050304641,0.0793470586392892,0.0198367646598223
2400,0.00539679937827459,0.0792685197658962,0.019817129941474
2407.20720720721,0.00569319160781372,0.0791855433602668,0.0197963858400666
2414.41441441441,0.00598926512666483,0.0790981340675219,0.0197745335168804
2421.62162162162,0.00628500336041489,0.0790062967809025,0.0197515741952256
2428.82882882883,0.00658038975325246,0.0789100366415751,0.0197275091603937
2436.03603603604,0.00687540776923069,0.0788093590382569,0.0197023397595642
2443.24324324324,0.00717004089286196,0.078704269607006,0.0196760674017514
2450.45045045045,0.007464272630358,0.0785947742308123,0.019648693557703
2457.65765765766,0.00775808651026285,0.0784808790393598,0.0196202197598399
2464.86486486487,0.00805146608463084,0.0783625904085979,0.0195906476021494
2472.07207207207,0.00834439492973456,0.0782399149604598,0.0195599787401149
2479.27927927928,0.00863685664714634,0.0781128595624306,0.0195282148906076
2486.48648648649,0.00892883486455142,0.0779814313272061,0.0194953578318015
2493.69369369369,0.00922031323670715,0.0778456376122731,0.0194614094030682
2500.9009009009,0.00951127544638051,0.0777054860194939,0.0194263715048734
2508.10810810811,0.00980170520517326,0.0775609843947121,0.019390246098678
2515.31531531532,0.0100915862545859,0.0774121408272528,0.0193530352068131
2522.52252252252,0.0103809023667169,0.0772589636495595,0.0193147409123898
2529.72972972973,0.0106696373454326,0.0771014614366106,0.0192753653591526
2536.93693693694,0.0109577750269733,0.07693964300558,0.0192349107513949
2544.14414414414,0.0112452992811836,0.0767735174151851,0.0191933793537962
2551.35135135135,0.01153219401208,0.076603093965349,0.0191507734913372
2558.55855855856,0.0118184431590839,0.0764283821965061,0.0191070955491265
2565.76576576577,0.0121040306976044,0.0762493918892399,0.0190623479723099
2572.97297297297,0.0123889406402246,0.0760661330635722,0.019016533265893
2580.18018018018,0.0126731570373451,0.0758786159785498,0.0189696539946374
2587.38738738739,0.0129566639782806,0.0756868511315454,0.0189217127828863
2594.59459459459,0.0132394455920035,0.0754908492577648,0.0188727123144411
2601.8018018018,0.0135214860481159,0.0752906213295876,0.0188226553323968
2609.00900900901,0.0138027695577206,0.0750861785559691,0.0187715446389922
2616.21621621622,0.0140832803742494,0.0748775323818431,0.0187193830954607
2623.42342342342,0.0143630027944706,0.0746646944874022,0.0186661736218505
2630.63063063063,0.014641921159176,0.0744476767875712,0.0186119191968927
2637.83783783784,0.0149200198543069,0.0742264914311682,0.018556622857792
2645.04504504504,0.0151972833115342,0.074001150800434,0.0185002877001084
2652.25225225225,0.0154736960094521,0.0737716675101026,0.0184429168775256
2659.45945945946,0.0157492424741142,0.0735380544069457,0.0183845136017363
2666.66666666667,0.0160239072802275,0.0733003245688002,0.0183250811422
2673.87387387387,0.0162976750517078,0.0730584913040807,0.0182646228260201
2681.08108108108,0.016570530462815,0.07281256815081,0.0182031420377024
2688.28828828829,0.0168424582387828,0.072562568876054,0.0181406422190134
2695.4954954955,0.0171134431568446,0.0723085074750017,0.0180771268687503
2702.7027027027,0.017383470046982,0.0720503981702764,0.018012599542569
2709.90990990991,0.0176525237928031,0.0717882554111086,0.0179470638527771
2717.11711711712,0.0179205893324383,0.0715220938724881,0.0178805234681219
2724.32432432432,0.0181876516592561,0.071251928454454,0.0178129821136134
2731.53153153153,0.0184536958229024,0.0709777742810785,0.0177444435702696
2738.73873873874,0.0187187069298776,0.070699646699865,0.0176749116749662
2745.94594594595,0.0189826701446735,0.0704175612805966,0.0176043903201491
2753.15315315315,0.0192455706902778,0.0701315338147853,0.0175328834536962
2760.36036036036,0.0195073938493296,0.0698415803144584,0.0174603950786145
2767.56756756757,0.0197681249646331,0.0695477170115804,0.017386929252895
2774.77477477477,0.0200277494402533,0.0692499603568552,0.0173124900892137
